"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[173, 193, 33389, 33024, 19777, 17133, 28609]",33389,33024,19777,3
"[173, 193, 33389, 33024, 20161, 4572, 7489]",33389,33024,20161,3
"[173, 193, 33389, 33024, 20353, 17277, 28033]",33389,33024,20353,3
"[173, 193, 33389, 33024, 20929, 3286, 5185]",33389,33024,20929,3
"[173, 193, 33389, 33024, 21121, 15473, 24193]",33389,33024,21121,3
"[173, 193, 33389, 33024, 21313, 17968, 27841]",33389,33024,21313,3
"[173, 193, 33389, 33024, 22273, 15022, 22273]",33389,33024,22273,3
"[173, 193, 33389, 33024, 22877, 6554, 9461]",33389,33024,22877,3
"[173, 193, 33389, 33024, 23041, 18755, 26881]",33389,33024,23041,3
"[173, 193, 33389, 33024, 23909, 18057, 24941]",33389,33024,23909,3
"[173, 193, 33389, 33024, 24001, 2652, 3649]",33389,33024,24001,3
"[173, 193, 33389, 33024, 25153, 147, 193]",33389,33024,25153,3
"[173, 193, 33389, 33024, 25537, 21826, 28225]",33389,33024,25537,3
"[173, 193, 33389, 33024, 26113, 20041, 25345]",33389,33024,26113,3
"[173, 193, 33389, 33024, 26497, 6471, 8065]",33389,33024,26497,3
"[173, 193, 33389, 33024, 26881, 18755, 23041]",33389,33024,26881,3
"[173, 193, 33389, 33024, 27073, 24398, 29761]",33389,33024,27073,3
"[173, 193, 33389, 33024, 27457, 799, 961]",33389,33024,27457,3
"[173, 193, 33389, 33024, 29569, 17536, 19585]",33389,33024,29569,3
"[173, 193, 33389, 33024, 29761, 24398, 27073]",33389,33024,29761,3
"[173, 193, 33389, 33024, 30529, 12958, 14017]",33389,33024,30529,3
"[173, 193, 33389, 33024, 31489, 14647, 15361]",33389,33024,31489,3
"[173, 193, 33389, 33024, 31873, 14455, 14977]",33389,33024,31873,3
"[173, 193, 33389, 33024, 32257, 27757, 28417]",33389,33024,32257,3
"[173, 193, 33389, 33024, 32833, 1719, 1729]",33389,33024,32833,3
"[173, 193, 33389, 33024, 33409, 25252, 24961]",33389,33024,33409,3
"[173, 193, 33389, 33024, 33601, 18169, 17857]",33389,33024,33601,3
"[173, 193, 33389, 33024, 34369, 17785, 17089]",33389,33024,34369,3
"[173, 193, 33389, 33024, 35521, 28707, 26689]",33389,33024,35521,3
"[173, 193, 33389, 33024, 36097, 14272, 13057]",33389,33024,36097,3
"[173, 193, 33389, 33024, 36293, 13800, 12557]",33389,33024,36293,3
"[173, 193, 33389, 33024, 37057, 6680, 5953]",33389,33024,37057,3
"[173, 193, 33389, 33024, 37441, 24599, 21697]",33389,33024,37441,3
"[173, 193, 33389, 33024, 37633, 8753, 7681]",33389,33024,37633,3
"[173, 193, 33389, 33024, 38593, 15932, 13633]",33389,33024,38593,3
"[173, 193, 33389, 33024, 38977, 4760, 4033]",33389,33024,38977,3
"[173, 193, 33389, 33024, 39937, 28793, 23809]",33389,33024,39937,3
"[173, 193, 33389, 33024, 40129, 8167, 6721]",33389,33024,40129,3
"[173, 193, 33389, 33024, 40897, 35905, 28993]",33389,33024,40897,3
"[173, 193, 33389, 33024, 41453, 9285, 7397]",33389,33024,41453,3
"[173, 193, 33389, 33024, 42433, 29359, 22849]",33389,33024,42433,3
"[173, 193, 33389, 33024, 43201, 24867, 19009]",33389,33024,43201,3
"[173, 193, 33389, 33024, 43517, 28786, 21845]",33389,33024,43517,3
"[173, 193, 33389, 33024, 43777, 24435, 18433]",33389,33024,43777,3
"[173, 193, 33389, 33024, 43969, 23264, 17473]",33389,33024,43969,3
"[173, 193, 33389, 33024, 44549, 5802, 4301]",33389,33024,44549,3
"[173, 193, 33389, 33024, 45121, 4461, 3265]",33389,33024,45121,3
"[173, 193, 33389, 33024, 45697, 18599, 13441]",33389,33024,45697,3
"[173, 193, 33389, 33024, 46273, 14798, 10561]",33389,33024,46273,3
"[173, 193, 33389, 33024, 47041, 43487, 30529]",33389,33024,47041,3
"[173, 193, 33389, 33024, 47809, 3059, 2113]",33389,33024,47809,3
"[173, 193, 33389, 33024, 48193, 22697, 15553]",33389,33024,48193,3
"[173, 193, 33389, 33024, 48677, 255, 173]",33389,33024,48677,3
"[173, 193, 33389, 33024, 49921, 12772, 8449]",33389,33024,49921,3
"[173, 193, 33389, 33024, 50497, 16736, 10945]",33389,33024,50497,3
"[173, 193, 33389, 33024, 50741, 22465, 14621]",33389,33024,50741,3
"[173, 193, 33389, 33024, 52609, 47105, 29569]",33389,33024,52609,3
"[173, 193, 33389, 33024, 53377, 45310, 28033]",33389,33024,53377,3
"[173, 193, 33389, 33024, 53569, 36441, 22465]",33389,33024,53569,3
"[173, 193, 33389, 33024, 54721, 7319, 4417]",33389,33024,54721,3
"[173, 193, 33389, 33024, 54869, 17434, 10493]",33389,33024,54869,3
"[173, 193, 33389, 33024, 55681, 30432, 18049]",33389,33024,55681,3
"[173, 193, 33389, 33024, 55901, 16015, 9461]",33389,33024,55901,3
"[173, 193, 33389, 33024, 57601, 17416, 9985]",33389,33024,57601,3
"[173, 193, 33389, 33024, 58369, 46154, 26113]",33389,33024,58369,3
"[173, 193, 33389, 33024, 58997, 11371, 6365]",33389,33024,58997,3
"[173, 193, 33389, 33024, 60029, 9694, 5333]",33389,33024,60029,3
"[173, 193, 33389, 33024, 60289, 3507, 1921]",33389,33024,60289,3
"[173, 193, 33389, 33024, 61057, 37630, 20353]",33389,33024,61057,3
"[173, 193, 33389, 33024, 61441, 60014, 32257]",33389,33024,61441,3
"[173, 193, 33389, 33024, 62017, 14785, 7873]",33389,33024,62017,3
"[173, 193, 33389, 33024, 62401, 30114, 15937]",33389,33024,62401,3
"[173, 193, 33389, 33024, 63361, 41997, 21889]",33389,33024,63361,3
"[173, 193, 33389, 33024, 64157, 2341, 1205]",33389,33024,64157,3
"[173, 193, 33389, 33024, 64513, 30008, 15361]",33389,33024,64513,3
"[173, 193, 33389, 33024, 65089, 62442, 31681]",33389,33024,65089,3
"[173, 193, 33389, 33024, 1291, 817, 20899]",33389,33024,1291,2
"[173, 193, 33389, 33024, 4903, 2873, 19351]",33389,33024,4903,2
"[173, 193, 33389, 33024, 5419, 2752, 16771]",33389,33024,5419,2
"[173, 193, 33389, 33024, 6451, 6300, 32251]",33389,33024,6451,2
"[173, 193, 33389, 33024, 6967, 3647, 17287]",33389,33024,6967,2
"[173, 193, 33389, 33024, 9547, 3655, 12643]",33389,33024,9547,2
"[173, 193, 33389, 33024, 13159, 4421, 11095]",33389,33024,13159,2
"[173, 193, 33389, 33024, 15739, 10944, 22963]",33389,33024,15739,2
"[173, 193, 33389, 33024, 19867, 11331, 18835]",33389,33024,19867,2
"[173, 193, 33389, 33024, 20899, 817, 1291]",33389,33024,20899,2
"[173, 193, 33389, 33024, 22447, 6840, 10063]",33389,33024,22447,2
"[173, 193, 33389, 33024, 22963, 10944, 15739]",33389,33024,22963,2
"[173, 193, 33389, 33024, 27091, 9525, 11611]",33389,33024,27091,2
"[173, 193, 33389, 33024, 28123, 9009, 10579]",33389,33024,28123,2
"[173, 193, 33389, 33024, 29671, 24804, 27607]",33389,33024,29671,2
"[173, 193, 33389, 33024, 30187, 22877, 25027]",33389,33024,30187,2
"[173, 193, 33389, 33024, 30703, 1680, 1807]",33389,33024,30703,2
"[173, 193, 33389, 33024, 31219, 7074, 7483]",33389,33024,31219,2
"[173, 193, 33389, 33024, 32251, 6300, 6451]",33389,33024,32251,2
"[173, 193, 33389, 33024, 35863, 23256, 21415]",33389,33024,35863,2
"[173, 193, 33389, 33024, 38959, 31351, 26575]",33389,33024,38959,2
"[173, 193, 33389, 33024, 40507, 38293, 31219]",33389,33024,40507,2
"[173, 193, 33389, 33024, 41023, 30448, 24511]",33389,33024,41023,2
"[173, 193, 33389, 33024, 41539, 17201, 13675]",33389,33024,41539,2
"[173, 193, 33389, 33024, 42571, 16298, 12643]",33389,33024,42571,2
"[173, 193, 33389, 33024, 44119, 17580, 13159]",33389,33024,44119,2
"[173, 193, 33389, 33024, 45667, 13202, 9547]",33389,33024,45667,2
"[173, 193, 33389, 33024, 46183, 15516, 11095]",33389,33024,46183,2
"[173, 193, 33389, 33024, 48247, 13194, 9031]",33389,33024,48247,2
"[173, 193, 33389, 33024, 49279, 24256, 16255]",33389,33024,49279,2
"[173, 193, 33389, 33024, 50311, 10614, 6967]",33389,33024,50311,2
"[173, 193, 33389, 33024, 51343, 22063, 14191]",33389,33024,51343,2
"[173, 193, 33389, 33024, 51859, 31198, 19867]",33389,33024,51859,2
"[173, 193, 33389, 33024, 53407, 19612, 12127]",33389,33024,53407,2
"[173, 193, 33389, 33024, 53923, 2108, 1291]",33389,33024,53923,2
"[173, 193, 33389, 33024, 55987, 26683, 15739]",33389,33024,55987,2
"[173, 193, 33389, 33024, 56503, 1326, 775]",33389,33024,56503,2
"[173, 193, 33389, 33024, 58567, 56281, 31735]",33389,33024,58567,2
"[173, 193, 33389, 33024, 59083, 52161, 29155]",33389,33024,59083,2
"[173, 193, 33389, 33024, 60631, 54475, 29671]",33389,33024,60631,2
"[173, 193, 33389, 33024, 63211, 47904, 25027]",33389,33024,63211,2
"[173, 193, 33389, 33024, 63727, 3487, 1807]",33389,33024,63727,2
"[173, 193, 33389, 33024, 97, 11, 3745]",33389,33024,97,1
"[173, 193, 33389, 33024, 241, 172, 23569]",33389,33024,241,1
"[173, 193, 33389, 33024, 257, 2, 257]",33389,33024,257,1
"[173, 193, 33389, 33024, 337, 169, 16561]",33389,33024,337,1
"[173, 193, 33389, 33024, 431, 275, 21071]",33389,33024,431,1
"[173, 193, 33389, 33024, 433, 377, 28753]",33389,33024,433,1
"[173, 193, 33389, 33024, 449, 429, 31553]",33389,33024,449,1
"[173, 193, 33389, 33024, 641, 564, 29057]",33389,33024,641,1
"[173, 193, 33389, 33024, 673, 315, 15457]",33389,33024,673,1
"[173, 193, 33389, 33024, 947, 767, 26747]",33389,33024,947,1
"[173, 193, 33389, 33024, 1009, 462, 15121]",33389,33024,1009,1
"[173, 193, 33389, 33024, 1201, 515, 14161]",33389,33024,1201,1
"[173, 193, 33389, 33024, 1217, 59, 1601]",33389,33024,1217,1
"[173, 193, 33389, 33024, 1249, 679, 17953]",33389,33024,1249,1
"[173, 193, 33389, 33024, 1297, 1035, 26353]",33389,33024,1297,1
"[173, 193, 33389, 33024, 1409, 781, 18305]",33389,33024,1409,1
"[173, 193, 33389, 33024, 1489, 487, 10801]",33389,33024,1489,1
"[173, 193, 33389, 33024, 1601, 59, 1217]",33389,33024,1601,1
"[173, 193, 33389, 33024, 1777, 731, 13585]",33389,33024,1777,1
"[173, 193, 33389, 33024, 1873, 1854, 32689]",33389,33024,1873,1
"[173, 193, 33389, 33024, 1979, 1541, 25715]",33389,33024,1979,1
"[173, 193, 33389, 33024, 2017, 346, 5665]",33389,33024,2017,1
"[173, 193, 33389, 33024, 2161, 110, 1681]",33389,33024,2161,1
"[173, 193, 33389, 33024, 2593, 882, 11233]",33389,33024,2593,1
"[173, 193, 33389, 33024, 2833, 1536, 17905]",33389,33024,2833,1
"[173, 193, 33389, 33024, 3011, 745, 8171]",33389,33024,3011,1
"[173, 193, 33389, 33024, 3121, 2173, 22993]",33389,33024,3121,1
"[173, 193, 33389, 33024, 3137, 1064, 11201]",33389,33024,3137,1
"[173, 193, 33389, 33024, 3169, 2644, 27553]",33389,33024,3169,1
"[173, 193, 33389, 33024, 3217, 2829, 29041]",33389,33024,3217,1
"[173, 193, 33389, 33024, 3313, 1594, 15889]",33389,33024,3313,1
"[173, 193, 33389, 33024, 3329, 413, 4097]",33389,33024,3329,1
"[173, 193, 33389, 33024, 3361, 2472, 24289]",33389,33024,3361,1
"[173, 193, 33389, 33024, 3527, 1038, 9719]",33389,33024,3527,1
"[173, 193, 33389, 33024, 3697, 876, 7825]",33389,33024,3697,1
"[173, 193, 33389, 33024, 3793, 3534, 30769]",33389,33024,3793,1
"[173, 193, 33389, 33024, 3889, 718, 6097]",33389,33024,3889,1
"[173, 193, 33389, 33024, 4177, 1609, 12721]",33389,33024,4177,1
"[173, 193, 33389, 33024, 4273, 3621, 27985]",33389,33024,4273,1
"[173, 193, 33389, 33024, 4289, 3300, 25409]",33389,33024,4289,1
"[173, 193, 33389, 33024, 4481, 2588, 19073]",33389,33024,4481,1
"[173, 193, 33389, 33024, 4513, 2847, 20833]",33389,33024,4513,1
"[173, 193, 33389, 33024, 4561, 3401, 24625]",33389,33024,4561,1
"[173, 193, 33389, 33024, 4657, 1293, 9169]",33389,33024,4657,1
"[173, 193, 33389, 33024, 4673, 1911, 13505]",33389,33024,4673,1
"[173, 193, 33389, 33024, 5233, 4039, 25489]",33389,33024,5233,1
"[173, 193, 33389, 33024, 5281, 4314, 26977]",33389,33024,5281,1
"[173, 193, 33389, 33024, 5441, 1972, 11969]",33389,33024,5441,1
"[173, 193, 33389, 33024, 5521, 2544, 15217]",33389,33024,5521,1
"[173, 193, 33389, 33024, 5591, 1296, 7655]",33389,33024,5591,1
"[173, 193, 33389, 33024, 5857, 5091, 28705]",33389,33024,5857,1
"[173, 193, 33389, 33024, 6481, 3853, 19633]",33389,33024,6481,1
"[173, 193, 33389, 33024, 6577, 3738, 18769]",33389,33024,6577,1
"[173, 193, 33389, 33024, 6673, 1135, 5617]",33389,33024,6673,1
"[173, 193, 33389, 33024, 6961, 2904, 13777]",33389,33024,6961,1
"[173, 193, 33389, 33024, 6977, 3989, 18881]",33389,33024,6977,1
"[173, 193, 33389, 33024, 7057, 3580, 16753]",33389,33024,7057,1
"[173, 193, 33389, 33024, 7393, 1784, 7969]",33389,33024,7393,1
"[173, 193, 33389, 33024, 7537, 2487, 10897]",33389,33024,7537,1
"[173, 193, 33389, 33024, 7937, 1723, 7169]",33389,33024,7937,1
"[173, 193, 33389, 33024, 8017, 478, 1969]",33389,33024,8017,1
"[173, 193, 33389, 33024, 8161, 451, 1825]",33389,33024,8161,1
"[173, 193, 33389, 33024, 8171, 745, 3011]",33389,33024,8171,1
"[173, 193, 33389, 33024, 8209, 8078, 32497]",33389,33024,8209,1
"[173, 193, 33389, 33024, 8353, 7212, 28513]",33389,33024,8353,1
"[173, 193, 33389, 33024, 8513, 6451, 25025]",33389,33024,8513,1
"[173, 193, 33389, 33024, 8689, 5393, 20497]",33389,33024,8689,1
"[173, 193, 33389, 33024, 8737, 940, 3553]",33389,33024,8737,1
"[173, 193, 33389, 33024, 8929, 1947, 7201]",33389,33024,8929,1
"[173, 193, 33389, 33024, 9203, 5153, 18491]",33389,33024,9203,1
"[173, 193, 33389, 33024, 9281, 8328, 29633]",33389,33024,9281,1
"[173, 193, 33389, 33024, 9473, 7564, 26369]",33389,33024,9473,1
"[173, 193, 33389, 33024, 9649, 3240, 11089]",33389,33024,9649,1
"[173, 193, 33389, 33024, 9697, 2791, 9505]",33389,33024,9697,1
"[173, 193, 33389, 33024, 9719, 1038, 3527]",33389,33024,9719,1
"[173, 193, 33389, 33024, 9857, 7756, 25985]",33389,33024,9857,1
"[173, 193, 33389, 33024, 10273, 9467, 30433]",33389,33024,10273,1
"[173, 193, 33389, 33024, 10433, 7542, 23873]",33389,33024,10433,1
"[173, 193, 33389, 33024, 10513, 4722, 14833]",33389,33024,10513,1
"[173, 193, 33389, 33024, 10657, 2014, 6241]",33389,33024,10657,1
"[173, 193, 33389, 33024, 10993, 1710, 5137]",33389,33024,10993,1
"[173, 193, 33389, 33024, 11393, 1016, 2945]",33389,33024,11393,1
"[173, 193, 33389, 33024, 11617, 5640, 16033]",33389,33024,11617,1
"[173, 193, 33389, 33024, 11777, 11047, 30977]",33389,33024,11777,1
"[173, 193, 33389, 33024, 11783, 522, 1463]",33389,33024,11783,1
"[173, 193, 33389, 33024, 11953, 11797, 32593]",33389,33024,11953,1
"[173, 193, 33389, 33024, 11969, 1972, 5441]",33389,33024,11969,1
"[173, 193, 33389, 33024, 12049, 8214, 22513]",33389,33024,12049,1
"[173, 193, 33389, 33024, 12161, 3347, 9089]",33389,33024,12161,1
"[173, 193, 33389, 33024, 12241, 6281, 16945]",33389,33024,12241,1
"[173, 193, 33389, 33024, 12433, 1681, 4465]",33389,33024,12433,1
"[173, 193, 33389, 33024, 12577, 4863, 12769]",33389,33024,12577,1
"[173, 193, 33389, 33024, 12721, 1609, 4177]",33389,33024,12721,1
"[173, 193, 33389, 33024, 13009, 6070, 15409]",33389,33024,13009,1
"[173, 193, 33389, 33024, 13121, 10248, 25793]",33389,33024,13121,1
"[173, 193, 33389, 33024, 13297, 213, 529]",33389,33024,13297,1
"[173, 193, 33389, 33024, 13313, 13107, 32513]",33389,33024,13313,1
"[173, 193, 33389, 33024, 13331, 5798, 14363]",33389,33024,13331,1
"[173, 193, 33389, 33024, 13537, 7674, 18721]",33389,33024,13537,1
"[173, 193, 33389, 33024, 13681, 5787, 13969]",33389,33024,13681,1
"[173, 193, 33389, 33024, 13697, 1540, 3713]",33389,33024,13697,1
"[173, 193, 33389, 33024, 13729, 1956, 4705]",33389,33024,13729,1
"[173, 193, 33389, 33024, 13873, 13208, 31441]",33389,33024,13873,1
"[173, 193, 33389, 33024, 13921, 11291, 26785]",33389,33024,13921,1
"[173, 193, 33389, 33024, 14081, 10261, 24065]",33389,33024,14081,1
"[173, 193, 33389, 33024, 14657, 881, 1985]",33389,33024,14657,1
"[173, 193, 33389, 33024, 14737, 5077, 11377]",33389,33024,14737,1
"[173, 193, 33389, 33024, 14879, 2984, 6623]",33389,33024,14879,1
"[173, 193, 33389, 33024, 14929, 13736, 30385]",33389,33024,14929,1
"[173, 193, 33389, 33024, 15073, 6091, 13345]",33389,33024,15073,1
"[173, 193, 33389, 33024, 15121, 462, 1009]",33389,33024,15121,1
"[173, 193, 33389, 33024, 15217, 2544, 5521]",33389,33024,15217,1
"[173, 193, 33389, 33024, 15233, 4901, 10625]",33389,33024,15233,1
"[173, 193, 33389, 33024, 15313, 3940, 8497]",33389,33024,15313,1
"[173, 193, 33389, 33024, 15601, 7869, 16657]",33389,33024,15601,1
"[173, 193, 33389, 33024, 15649, 15513, 32737]",33389,33024,15649,1
"[173, 193, 33389, 33024, 15809, 10693, 22337]",33389,33024,15809,1
"[173, 193, 33389, 33024, 15889, 1594, 3313]",33389,33024,15889,1
"[173, 193, 33389, 33024, 16001, 14451, 29825]",33389,33024,16001,1
"[173, 193, 33389, 33024, 16033, 5640, 11617]",33389,33024,16033,1
"[173, 193, 33389, 33024, 16193, 15660, 31937]",33389,33024,16193,1
"[173, 193, 33389, 33024, 16273, 13175, 26737]",33389,33024,16273,1
"[173, 193, 33389, 33024, 16369, 6353, 12817]",33389,33024,16369,1
"[173, 193, 33389, 33024, 16417, 13220, 26593]",33389,33024,16417,1
"[173, 193, 33389, 33024, 16427, 13818, 27779]",33389,33024,16427,1
"[173, 193, 33389, 33024, 16561, 169, 337]",33389,33024,16561,1
"[173, 193, 33389, 33024, 16657, 7869, 15601]",33389,33024,16657,1
"[173, 193, 33389, 33024, 16943, 2339, 4559]",33389,33024,16943,1
"[173, 193, 33389, 33024, 16993, 14573, 28321]",33389,33024,16993,1
"[173, 193, 33389, 33024, 17041, 15382, 29809]",33389,33024,17041,1
"[173, 193, 33389, 33024, 17137, 5854, 11281]",33389,33024,17137,1
"[173, 193, 33389, 33024, 17377, 3385, 6433]",33389,33024,17377,1
"[173, 193, 33389, 33024, 17569, 4546, 8545]",33389,33024,17569,1
"[173, 193, 33389, 33024, 17713, 16452, 30673]",33389,33024,17713,1
