"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[13, 271, 3523, 3240, 61291, 35772, 1891]",3523,3240,61291,53.78
"[13, 271, 3523, 3240, 65071, 27133, 1351]",3523,3240,65071,53.78
"[13, 271, 3523, 3240, 181, 171, 3061]",3523,3240,181,33.5
"[13, 271, 3523, 3240, 1801, 801, 1441]",3523,3240,1801,33.5
"[13, 271, 3523, 3240, 2341, 651, 901]",3523,3240,2341,33.5
"[13, 271, 3523, 3240, 2521, 561, 721]",3523,3240,2521,33.5
"[13, 271, 3523, 3240, 3061, 171, 181]",3523,3240,3061,33.5
"[13, 271, 3523, 3240, 5581, 1552, 901]",3523,3240,5581,33.5
"[13, 271, 3523, 3240, 6121, 682, 361]",3523,3240,6121,33.5
"[13, 271, 3523, 3240, 6301, 352, 181]",3523,3240,6301,33.5
"[13, 271, 3523, 3240, 6661, 6293, 3061]",3523,3240,6661,33.5
"[13, 271, 3523, 3240, 6841, 6083, 2881]",3523,3240,6841,33.5
"[13, 271, 3523, 3240, 7741, 4733, 1981]",3523,3240,7741,33.5
"[13, 271, 3523, 3240, 8461, 3293, 1261]",3523,3240,8461,33.5
"[13, 271, 3523, 3240, 8821, 2453, 901]",3523,3240,8821,33.5
"[13, 271, 3523, 3240, 9001, 2003, 721]",3523,3240,9001,33.5
"[13, 271, 3523, 3240, 9901, 9354, 3061]",3523,3240,9901,33.5
"[13, 271, 3523, 3240, 11161, 6204, 1801]",3523,3240,11161,33.5
"[13, 271, 3523, 3240, 11701, 4554, 1261]",3523,3240,11701,33.5
"[13, 271, 3523, 3240, 12241, 2724, 721]",3523,3240,12241,33.5
"[13, 271, 3523, 3240, 12601, 1404, 361]",3523,3240,12601,33.5
"[13, 271, 3523, 3240, 12781, 714, 181]",3523,3240,12781,33.5
"[13, 271, 3523, 3240, 13681, 10645, 2521]",3523,3240,13681,33.5
"[13, 271, 3523, 3240, 14221, 8695, 1981]",3523,3240,14221,33.5
"[13, 271, 3523, 3240, 14401, 8005, 1801]",3523,3240,14401,33.5
"[13, 271, 3523, 3240, 16381, 15476, 3061]",3523,3240,16381,33.5
"[13, 271, 3523, 3240, 16561, 14726, 2881]",3523,3240,16561,33.5
"[13, 271, 3523, 3240, 16921, 13166, 2521]",3523,3240,16921,33.5
"[13, 271, 3523, 3240, 18181, 7076, 1261]",3523,3240,18181,33.5
"[13, 271, 3523, 3240, 18541, 5156, 901]",3523,3240,18541,33.5
"[13, 271, 3523, 3240, 19081, 2126, 361]",3523,3240,19081,33.5
"[13, 271, 3523, 3240, 19801, 17607, 2881]",3523,3240,19801,33.5
"[13, 271, 3523, 3240, 20161, 15687, 2521]",3523,3240,20161,33.5
"[13, 271, 3523, 3240, 20341, 14697, 2341]",3523,3240,20341,33.5
"[13, 271, 3523, 3240, 21961, 4887, 721]",3523,3240,21961,33.5
"[13, 271, 3523, 3240, 22501, 1257, 181]",3523,3240,22501,33.5
"[13, 271, 3523, 3240, 22861, 21598, 3061]",3523,3240,22861,33.5
"[13, 271, 3523, 3240, 23041, 20488, 2881]",3523,3240,23041,33.5
"[13, 271, 3523, 3240, 23581, 17038, 2341]",3523,3240,23581,33.5
"[13, 271, 3523, 3240, 24121, 13408, 1801]",3523,3240,24121,33.5
"[13, 271, 3523, 3240, 24481, 10888, 1441]",3523,3240,24481,33.5
"[13, 271, 3523, 3240, 25561, 2848, 361]",3523,3240,25561,33.5
"[13, 271, 3523, 3240, 25741, 1438, 181]",3523,3240,25741,33.5
"[13, 271, 3523, 3240, 26641, 20729, 2521]",3523,3240,26641,33.5
"[13, 271, 3523, 3240, 26821, 19379, 2341]",3523,3240,26821,33.5
"[13, 271, 3523, 3240, 27361, 15209, 1801]",3523,3240,27361,33.5
"[13, 271, 3523, 3240, 27901, 10859, 1261]",3523,3240,27901,33.5
"[13, 271, 3523, 3240, 29881, 23250, 2521]",3523,3240,29881,33.5
"[13, 271, 3523, 3240, 33301, 24061, 2341]",3523,3240,33301,33.5
"[13, 271, 3523, 3240, 34381, 13381, 1261]",3523,3240,34381,33.5
"[13, 271, 3523, 3240, 35281, 3931, 361]",3523,3240,35281,33.5
"[13, 271, 3523, 3240, 35461, 1981, 181]",3523,3240,35461,33.5
"[13, 271, 3523, 3240, 36541, 26402, 2341]",3523,3240,36541,33.5
"[13, 271, 3523, 3240, 36901, 22562, 1981]",3523,3240,36901,33.5
"[13, 271, 3523, 3240, 37441, 16652, 1441]",3523,3240,37441,33.5
"[13, 271, 3523, 3240, 39241, 34893, 2881]",3523,3240,39241,33.5
"[13, 271, 3523, 3240, 41221, 11463, 901]",3523,3240,41221,33.5
"[13, 271, 3523, 3240, 41761, 4653, 361]",3523,3240,41761,33.5
"[13, 271, 3523, 3240, 41941, 2343, 181]",3523,3240,41941,33.5
"[13, 271, 3523, 3240, 42841, 33334, 2521]",3523,3240,42841,33.5
"[13, 271, 3523, 3240, 44101, 17164, 1261]",3523,3240,44101,33.5
"[13, 271, 3523, 3240, 44641, 9934, 721]",3523,3240,44641,33.5
"[13, 271, 3523, 3240, 45181, 2524, 181]",3523,3240,45181,33.5
"[13, 271, 3523, 3240, 45541, 43025, 3061]",3523,3240,45541,33.5
"[13, 271, 3523, 3240, 46261, 33425, 2341]",3523,3240,46261,33.5
"[13, 271, 3523, 3240, 47161, 20975, 1441]",3523,3240,47161,33.5
"[13, 271, 3523, 3240, 47701, 13265, 901]",3523,3240,47701,33.5
"[13, 271, 3523, 3240, 47881, 10655, 721]",3523,3240,47881,33.5
"[13, 271, 3523, 3240, 48781, 46086, 3061]",3523,3240,48781,33.5
"[13, 271, 3523, 3240, 50581, 19686, 1261]",3523,3240,50581,33.5
"[13, 271, 3523, 3240, 51481, 5736, 361]",3523,3240,51481,33.5
"[13, 271, 3523, 3240, 52021, 49147, 3061]",3523,3240,52021,33.5
"[13, 271, 3523, 3240, 52201, 46417, 2881]",3523,3240,52201,33.5
"[13, 271, 3523, 3240, 52561, 40897, 2521]",3523,3240,52561,33.5
"[13, 271, 3523, 3240, 53101, 32467, 1981]",3523,3240,53101,33.5
"[13, 271, 3523, 3240, 53281, 29617, 1801]",3523,3240,53281,33.5
"[13, 271, 3523, 3240, 54181, 15067, 901]",3523,3240,54181,33.5
"[13, 271, 3523, 3240, 54361, 12097, 721]",3523,3240,54361,33.5
"[13, 271, 3523, 3240, 54721, 6097, 361]",3523,3240,54721,33.5
"[13, 271, 3523, 3240, 55441, 49298, 2881]",3523,3240,55441,33.5
"[13, 271, 3523, 3240, 57601, 12818, 721]",3523,3240,57601,33.5
"[13, 271, 3523, 3240, 59221, 42789, 2341]",3523,3240,59221,33.5
"[13, 271, 3523, 3240, 59581, 36429, 1981]",3523,3240,59581,33.5
"[13, 271, 3523, 3240, 60661, 16869, 901]",3523,3240,60661,33.5
"[13, 271, 3523, 3240, 61381, 3429, 181]",3523,3240,61381,33.5
"[13, 271, 3523, 3240, 63361, 28180, 1441]",3523,3240,63361,33.5
"[13, 271, 3523, 3240, 63541, 24730, 1261]",3523,3240,63541,33.5
"[13, 271, 3523, 3240, 63901, 17770, 901]",3523,3240,63901,33.5
"[13, 271, 3523, 3240, 64081, 14260, 721]",3523,3240,64081,33.5
"[13, 271, 3523, 3240, 64621, 3610, 181]",3523,3240,64621,33.5
"[13, 271, 3523, 3240, 65521, 50981, 2521]",3523,3240,65521,33.5
"[13, 271, 3523, 3240, 109, 40, 1189]",3523,3240,109,20.22
"[13, 271, 3523, 3240, 433, 29, 217]",3523,3240,433,20.22
"[13, 271, 3523, 3240, 757, 732, 3133]",3523,3240,757,20.22
"[13, 271, 3523, 3240, 1297, 1038, 2593]",3523,3240,1297,20.22
"[13, 271, 3523, 3240, 2053, 1164, 1837]",3523,3240,2053,20.22
"[13, 271, 3523, 3240, 2269, 1589, 2269]",3523,3240,2269,20.22
"[13, 271, 3523, 3240, 2377, 1110, 1513]",3523,3240,2377,20.22
"[13, 271, 3523, 3240, 2593, 1038, 1297]",3523,3240,2593,20.22
"[13, 271, 3523, 3240, 2917, 876, 973]",3523,3240,2917,20.22
"[13, 271, 3523, 3240, 3457, 462, 433]",3523,3240,3457,20.22
"[13, 271, 3523, 3240, 3673, 246, 217]",3523,3240,3673,20.22
"[13, 271, 3523, 3240, 3889, 779, 649]",3523,3240,3889,20.22
"[13, 271, 3523, 3240, 4969, 4308, 2809]",3523,3240,4969,20.22
"[13, 271, 3523, 3240, 5077, 3217, 2053]",3523,3240,5077,20.22
"[13, 271, 3523, 3240, 6373, 1489, 757]",3523,3240,6373,20.22
"[13, 271, 3523, 3240, 7129, 1428, 649]",3523,3240,7129,20.22
"[13, 271, 3523, 3240, 7237, 6998, 3133]",3523,3240,7237,20.22
"[13, 271, 3523, 3240, 7669, 258, 109]",3523,3240,7669,20.22
"[13, 271, 3523, 3240, 7993, 5864, 2377]",3523,3240,7993,20.22
"[13, 271, 3523, 3240, 8209, 7117, 2809]",3523,3240,8209,20.22
"[13, 271, 3523, 3240, 8317, 5270, 2053]",3523,3240,8317,20.22
"[13, 271, 3523, 3240, 9397, 2822, 973]",3523,3240,9397,20.22
"[13, 271, 3523, 3240, 9613, 2246, 757]",3523,3240,9613,20.22
"[13, 271, 3523, 3240, 9829, 3607, 1189]",3523,3240,9829,20.22
"[13, 271, 3523, 3240, 10369, 2077, 649]",3523,3240,10369,20.22
"[13, 271, 3523, 3240, 10477, 10131, 3133]",3523,3240,10477,20.22
"[13, 271, 3523, 3240, 10909, 367, 109]",3523,3240,10909,20.22
"[13, 271, 3523, 3240, 12097, 5649, 1513]",3523,3240,12097,20.22
"[13, 271, 3523, 3240, 12637, 3795, 973]",3523,3240,12637,20.22
"[13, 271, 3523, 3240, 12853, 3003, 757]",3523,3240,12853,20.22
"[13, 271, 3523, 3240, 13177, 1761, 433]",3523,3240,13177,20.22
"[13, 271, 3523, 3240, 13933, 12544, 2917]",3523,3240,13933,20.22
"[13, 271, 3523, 3240, 14149, 476, 109]",3523,3240,14149,20.22
"[13, 271, 3523, 3240, 14797, 9376, 2053]",3523,3240,14797,20.22
"[13, 271, 3523, 3240, 15013, 8512, 1837]",3523,3240,15013,20.22
"[13, 271, 3523, 3240, 15877, 4768, 973]",3523,3240,15877,20.22
"[13, 271, 3523, 3240, 16417, 2194, 433]",3523,3240,16417,20.22
"[13, 271, 3523, 3240, 16633, 1114, 217]",3523,3240,16633,20.22
"[13, 271, 3523, 3240, 17389, 585, 109]",3523,3240,17389,20.22
"[13, 271, 3523, 3240, 17497, 14003, 2593]",3523,3240,17497,20.22
"[13, 271, 3523, 3240, 17713, 12995, 2377]",3523,3240,17713,20.22
"[13, 271, 3523, 3240, 17929, 15544, 2809]",3523,3240,17929,20.22
"[13, 271, 3523, 3240, 18253, 10349, 1837]",3523,3240,18253,20.22
"[13, 271, 3523, 3240, 18793, 7523, 1297]",3523,3240,18793,20.22
"[13, 271, 3523, 3240, 19009, 10144, 1729]",3523,3240,19009,20.22
"[13, 271, 3523, 3240, 19333, 4517, 757]",3523,3240,19333,20.22
"[13, 271, 3523, 3240, 20089, 4024, 649]",3523,3240,20089,20.22
"[13, 271, 3523, 3240, 21169, 18353, 2809]",3523,3240,21169,20.22
"[13, 271, 3523, 3240, 21277, 13482, 2053]",3523,3240,21277,20.22
"[13, 271, 3523, 3240, 21493, 12186, 1837]",3523,3240,21493,20.22
"[13, 271, 3523, 3240, 21817, 10188, 1513]",3523,3240,21817,20.22
"[13, 271, 3523, 3240, 22573, 5274, 757]",3523,3240,22573,20.22
"[13, 271, 3523, 3240, 23869, 803, 109]",3523,3240,23869,20.22
"[13, 271, 3523, 3240, 23977, 19189, 2593]",3523,3240,23977,20.22
"[13, 271, 3523, 3240, 24517, 15535, 2053]",3523,3240,24517,20.22
"[13, 271, 3523, 3240, 24733, 14023, 1837]",3523,3240,24733,20.22
"[13, 271, 3523, 3240, 25057, 11701, 1513]",3523,3240,25057,20.22
"[13, 271, 3523, 3240, 26029, 9552, 1189]",3523,3240,26029,20.22
"[13, 271, 3523, 3240, 26893, 24212, 2917]",3523,3240,26893,20.22
"[13, 271, 3523, 3240, 27109, 912, 109]",3523,3240,27109,20.22
"[13, 271, 3523, 3240, 28297, 13214, 1513]",3523,3240,28297,20.22
"[13, 271, 3523, 3240, 28513, 11414, 1297]",3523,3240,28513,20.22
"[13, 271, 3523, 3240, 28729, 15331, 1729]",3523,3240,28729,20.22
"[13, 271, 3523, 3240, 28837, 8660, 973]",3523,3240,28837,20.22
"[13, 271, 3523, 3240, 29269, 10741, 1189]",3523,3240,29269,20.22
"[13, 271, 3523, 3240, 29917, 28929, 3133]",3523,3240,29917,20.22
"[13, 271, 3523, 3240, 30133, 27129, 2917]",3523,3240,30133,20.22
"[13, 271, 3523, 3240, 32077, 9633, 973]",3523,3240,32077,20.22
"[13, 271, 3523, 3240, 32833, 2199, 217]",3523,3240,32833,20.22
"[13, 271, 3523, 3240, 33049, 6620, 649]",3523,3240,33049,20.22
"[13, 271, 3523, 3240, 33589, 1130, 109]",3523,3240,33589,20.22
"[13, 271, 3523, 3240, 34129, 29589, 2809]",3523,3240,34129,20.22
"[13, 271, 3523, 3240, 35317, 10606, 973]",3523,3240,35317,20.22
"[13, 271, 3523, 3240, 35533, 8302, 757]",3523,3240,35533,20.22
"[13, 271, 3523, 3240, 36073, 2416, 217]",3523,3240,36073,20.22
"[13, 271, 3523, 3240, 37369, 32398, 2809]",3523,3240,37369,20.22
"[13, 271, 3523, 3240, 37693, 21371, 1837]",3523,3240,37693,20.22
"[13, 271, 3523, 3240, 38449, 20518, 1729]",3523,3240,38449,20.22
"[13, 271, 3523, 3240, 38557, 11579, 973]",3523,3240,38557,20.22
"[13, 271, 3523, 3240, 39097, 5225, 433]",3523,3240,39097,20.22
"[13, 271, 3523, 3240, 39313, 2633, 217]",3523,3240,39313,20.22
"[13, 271, 3523, 3240, 40177, 32154, 2593]",3523,3240,40177,20.22
"[13, 271, 3523, 3240, 40609, 35207, 2809]",3523,3240,40609,20.22
"[13, 271, 3523, 3240, 40933, 23208, 1837]",3523,3240,40933,20.22
"[13, 271, 3523, 3240, 41149, 28817, 2269]",3523,3240,41149,20.22
"[13, 271, 3523, 3240, 41257, 19266, 1513]",3523,3240,41257,20.22
"[13, 271, 3523, 3240, 42013, 9816, 757]",3523,3240,42013,20.22
"[13, 271, 3523, 3240, 42337, 5658, 433]",3523,3240,42337,20.22
"[13, 271, 3523, 3240, 43093, 38797, 2917]",3523,3240,43093,20.22
"[13, 271, 3523, 3240, 43633, 32011, 2377]",3523,3240,43633,20.22
"[13, 271, 3523, 3240, 44389, 31086, 2269]",3523,3240,44389,20.22
"[13, 271, 3523, 3240, 44497, 20779, 1513]",3523,3240,44497,20.22
"[13, 271, 3523, 3240, 46549, 1566, 109]",3523,3240,46549,20.22
"[13, 271, 3523, 3240, 47629, 33355, 2269]",3523,3240,47629,20.22
"[13, 271, 3523, 3240, 47737, 22292, 1513]",3523,3240,47737,20.22
"[13, 271, 3523, 3240, 48817, 6524, 433]",3523,3240,48817,20.22
"[13, 271, 3523, 3240, 49033, 3284, 217]",3523,3240,49033,20.22
"[13, 271, 3523, 3240, 49789, 1675, 109]",3523,3240,49789,20.22
"[13, 271, 3523, 3240, 50329, 43634, 2809]",3523,3240,50329,20.22
"[13, 271, 3523, 3240, 51193, 20493, 1297]",3523,3240,51193,20.22
"[13, 271, 3523, 3240, 51517, 15471, 973]",3523,3240,51517,20.22
"[13, 271, 3523, 3240, 51949, 19064, 1189]",3523,3240,51949,20.22
"[13, 271, 3523, 3240, 52057, 6957, 433]",3523,3240,52057,20.22
"[13, 271, 3523, 3240, 52489, 10514, 649]",3523,3240,52489,20.22
"[13, 271, 3523, 3240, 52813, 47548, 2917]",3523,3240,52813,20.22
"[13, 271, 3523, 3240, 53353, 39142, 2377]",3523,3240,53353,20.22
"[13, 271, 3523, 3240, 53569, 46443, 2809]",3523,3240,53569,20.22
"[13, 271, 3523, 3240, 54217, 25318, 1513]",3523,3240,54217,20.22
"[13, 271, 3523, 3240, 54973, 12844, 757]",3523,3240,54973,20.22
"[13, 271, 3523, 3240, 55837, 53993, 3133]",3523,3240,55837,20.22
"[13, 271, 3523, 3240, 56053, 50465, 2917]",3523,3240,56053,20.22
"[13, 271, 3523, 3240, 56269, 1893, 109]",3523,3240,56269,20.22
"[13, 271, 3523, 3240, 56377, 45119, 2593]",3523,3240,56377,20.22
"[13, 271, 3523, 3240, 56809, 49252, 2809]",3523,3240,56809,20.22
"[13, 271, 3523, 3240, 57349, 40162, 2269]",3523,3240,57349,20.22
"[13, 271, 3523, 3240, 57457, 26831, 1513]",3523,3240,57457,20.22
"[13, 271, 3523, 3240, 58537, 7823, 433]",3523,3240,58537,20.22
"[13, 271, 3523, 3240, 59077, 57126, 3133]",3523,3240,59077,20.22
"[13, 271, 3523, 3240, 59509, 2002, 109]",3523,3240,59509,20.22
"[13, 271, 3523, 3240, 59617, 47712, 2593]",3523,3240,59617,20.22
"[13, 271, 3523, 3240, 59833, 43896, 2377]",3523,3240,59833,20.22
"[13, 271, 3523, 3240, 60373, 34230, 1837]",3523,3240,60373,20.22
"[13, 271, 3523, 3240, 60589, 42431, 2269]",3523,3240,60589,20.22
"[13, 271, 3523, 3240, 60913, 24384, 1297]",3523,3240,60913,20.22
"[13, 271, 3523, 3240, 61129, 32621, 1729]",3523,3240,61129,20.22
"[13, 271, 3523, 3240, 62533, 56299, 2917]",3523,3240,62533,20.22
"[13, 271, 3523, 3240, 63073, 46273, 2377]",3523,3240,63073,20.22
"[13, 271, 3523, 3240, 63397, 40171, 2053]",3523,3240,63397,20.22
"[13, 271, 3523, 3240, 64153, 25681, 1297]",3523,3240,64153,20.22
"[13, 271, 3523, 3240, 64693, 15115, 757]",3523,3240,64693,20.22
"[13, 271, 3523, 3240, 65449, 13110, 649]",3523,3240,65449,20.22
"[13, 271, 3523, 3240, 631, 193, 991]",3523,3240,631,18
"[13, 271, 3523, 3240, 991, 193, 631]",3523,3240,991,18
"[13, 271, 3523, 3240, 1171, 163, 451]",3523,3240,1171,18
"[13, 271, 3523, 3240, 1531, 43, 91]",3523,3240,1531,18
"[13, 271, 3523, 3240, 2251, 1814, 2611]",3523,3240,2251,18
"[13, 271, 3523, 3240, 2791, 1784, 2071]",3523,3240,2791,18
"[13, 271, 3523, 3240, 3331, 1574, 1531]",3523,3240,3331,18
"[13, 271, 3523, 3240, 3691, 1334, 1171]",3523,3240,3691,18
"[13, 271, 3523, 3240, 4231, 824, 631]",3523,3240,4231,18
"[13, 271, 3523, 3240, 4951, 4815, 3151]",3523,3240,4951,18
"[13, 271, 3523, 3240, 5851, 4065, 2251]",3523,3240,5851,18
"[13, 271, 3523, 3240, 6571, 3105, 1531]",3523,3240,6571,18
"[13, 271, 3523, 3240, 8011, 225, 91]",3523,3240,8011,18
"[13, 271, 3523, 3240, 8191, 7966, 3151]",3523,3240,8191,18
"[13, 271, 3523, 3240, 8731, 7036, 2611]",3523,3240,8731,18
"[13, 271, 3523, 3240, 9091, 6316, 2251]",3523,3240,9091,18
"[13, 271, 3523, 3240, 9631, 5086, 1711]",3523,3240,9631,18
"[13, 271, 3523, 3240, 9811, 4636, 1531]",3523,3240,9811,18
"[13, 271, 3523, 3240, 10711, 2086, 631]",3523,3240,10711,18
"[13, 271, 3523, 3240, 10891, 1516, 451]",3523,3240,10891,18
"[13, 271, 3523, 3240, 11251, 316, 91]",3523,3240,11251,18
"[13, 271, 3523, 3240, 11971, 9647, 2611]",3523,3240,11971,18
"[13, 271, 3523, 3240, 12511, 7997, 2071]",3523,3240,12511,18
"[13, 271, 3523, 3240, 13411, 4847, 1171]",3523,3240,13411,18
"[13, 271, 3523, 3240, 13591, 4157, 991]",3523,3240,13591,18
"[13, 271, 3523, 3240, 15031, 12948, 2791]",3523,3240,15031,18
"[13, 271, 3523, 3240, 16111, 8508, 1711]",3523,3240,16111,18
"[13, 271, 3523, 3240, 16651, 6018, 1171]",3523,3240,16651,18
"[13, 271, 3523, 3240, 16831, 5148, 991]",3523,3240,16831,18
"[13, 271, 3523, 3240, 17191, 3348, 631]",3523,3240,17191,18
"[13, 271, 3523, 3240, 17911, 17419, 3151]",3523,3240,17911,18
"[13, 271, 3523, 3240, 18451, 14869, 2611]",3523,3240,18451,18
"[13, 271, 3523, 3240, 19531, 9229, 1531]",3523,3240,19531,18
"[13, 271, 3523, 3240, 19891, 7189, 1171]",3523,3240,19891,18
"[13, 271, 3523, 3240, 20071, 6139, 991]",3523,3240,20071,18
"[13, 271, 3523, 3240, 20431, 3979, 631]",3523,3240,20431,18
"[13, 271, 3523, 3240, 20611, 2869, 451]",3523,3240,20611,18
"[13, 271, 3523, 3240, 22051, 15320, 2251]",3523,3240,22051,18
"[13, 271, 3523, 3240, 23131, 8360, 1171]",3523,3240,23131,18
"[13, 271, 3523, 3240, 23311, 7130, 991]",3523,3240,23311,18
