"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[53, 89, 4717, 4576, 20857, 6021, 1321]",4717,4576,20857,9.37
"[53, 89, 4717, 4576, 21121, 3254, 705]",4717,4576,21121,9.37
"[53, 89, 4717, 4576, 21649, 4168, 881]",4717,4576,21649,9.37
"[53, 89, 4717, 4576, 22441, 19425, 3961]",4717,4576,22441,9.37
"[53, 89, 4717, 4576, 23057, 18628, 3697]",4717,4576,23057,9.37
"[53, 89, 4717, 4576, 23321, 13908, 2729]",4717,4576,23321,9.37
"[53, 89, 4717, 4576, 23497, 457, 89]",4717,4576,23497,9.37
"[53, 89, 4717, 4576, 23761, 17369, 3345]",4717,4576,23761,9.37
"[53, 89, 4717, 4576, 24113, 21336, 4049]",4717,4576,24113,9.37
"[53, 89, 4717, 4576, 25609, 2468, 441]",4717,4576,25609,9.37
"[53, 89, 4717, 4576, 25873, 2991, 529]",4717,4576,25873,9.37
"[53, 89, 4717, 4576, 26489, 1534, 265]",4717,4576,26489,9.37
"[53, 89, 4717, 4576, 27017, 23386, 3961]",4717,4576,27017,9.37
"[53, 89, 4717, 4576, 27281, 15745, 2641]",4717,4576,27281,9.37
"[53, 89, 4717, 4576, 27809, 12841, 2113]",4717,4576,27809,9.37
"[53, 89, 4717, 4576, 28513, 19746, 3169]",4717,4576,28513,9.37
"[53, 89, 4717, 4576, 29129, 11770, 1849]",4717,4576,29129,9.37
"[53, 89, 4717, 4576, 29569, 2281, 353]",4717,4576,29569,9.37
"[53, 89, 4717, 4576, 29833, 18939, 2905]",4717,4576,29833,9.37
"[53, 89, 4717, 4576, 29921, 9213, 1409]",4717,4576,29921,9.37
"[53, 89, 4717, 4576, 30097, 28946, 4401]",4717,4576,30097,9.37
"[53, 89, 4717, 4576, 30449, 3520, 529]",4717,4576,30449,9.37
"[53, 89, 4717, 4576, 30713, 25404, 3785]",4717,4576,30713,9.37
"[53, 89, 4717, 4576, 30977, 11921, 1761]",4717,4576,30977,9.37
"[53, 89, 4717, 4576, 31153, 1205, 177]",4717,4576,31153,9.37
"[53, 89, 4717, 4576, 31769, 31165, 4489]",4717,4576,31769,9.37
"[53, 89, 4717, 4576, 32297, 25472, 3609]",4717,4576,32297,9.37
"[53, 89, 4717, 4576, 32561, 21297, 2993]",4717,4576,32561,9.37
"[53, 89, 4717, 4576, 33353, 18608, 2553]",4717,4576,33353,9.37
"[53, 89, 4717, 4576, 33529, 7100, 969]",4717,4576,33529,9.37
"[53, 89, 4717, 4576, 33617, 11644, 1585]",4717,4576,33617,9.37
"[53, 89, 4717, 4576, 34057, 16381, 2201]",4717,4576,34057,9.37
"[53, 89, 4717, 4576, 34673, 33347, 4401]",4717,4576,34673,9.37
"[53, 89, 4717, 4576, 34849, 5369, 705]",4717,4576,34849,9.37
"[53, 89, 4717, 4576, 35201, 8131, 1057]",4717,4576,35201,9.37
"[53, 89, 4717, 4576, 35729, 1382, 177]",4717,4576,35729,9.37
"[53, 89, 4717, 4576, 35993, 32540, 4137]",4717,4576,35993,9.37
"[53, 89, 4717, 4576, 36433, 21027, 2641]",4717,4576,36433,9.37
"[53, 89, 4717, 4576, 36697, 4948, 617]",4717,4576,36697,9.37
"[53, 89, 4717, 4576, 37049, 22095, 2729]",4717,4576,37049,9.37
"[53, 89, 4717, 4576, 37313, 22970, 2817]",4717,4576,37313,9.37
"[53, 89, 4717, 4576, 37489, 27404, 3345]",4717,4576,37489,9.37
"[53, 89, 4717, 4576, 38281, 15468, 1849]",4717,4576,38281,9.37
"[53, 89, 4717, 4576, 39161, 11305, 1321]",4717,4576,39161,9.37
"[53, 89, 4717, 4576, 39953, 7692, 881]",4717,4576,39953,9.37
"[53, 89, 4717, 4576, 40129, 15443, 1761]",4717,4576,40129,9.37
"[53, 89, 4717, 4576, 41801, 813, 89]",4717,4576,41801,9.37
"[53, 89, 4717, 4576, 43649, 13440, 1409]",4717,4576,43649,9.37
"[53, 89, 4717, 4576, 43913, 4232, 441]",4717,4576,43913,9.37
"[53, 89, 4717, 4576, 44089, 22902, 2377]",4717,4576,44089,9.37
"[53, 89, 4717, 4576, 45233, 12188, 1233]",4717,4576,45233,9.37
"[53, 89, 4717, 4576, 45497, 44632, 4489]",4717,4576,45497,9.37
"[53, 89, 4717, 4576, 45673, 43048, 4313]",4717,4576,45673,9.37
"[53, 89, 4717, 4576, 46817, 32422, 3169]",4717,4576,46817,9.37
"[53, 89, 4717, 4576, 46993, 41581, 4049]",4717,4576,46993,9.37
"[53, 89, 4717, 4576, 47521, 36565, 3521]",4717,4576,47521,9.37
"[53, 89, 4717, 4576, 47609, 17406, 1673]",4717,4576,47609,9.37
"[53, 89, 4717, 4576, 48313, 13947, 1321]",4717,4576,48313,9.37
"[53, 89, 4717, 4576, 49369, 2859, 265]",4717,4576,49369,9.37
"[53, 89, 4717, 4576, 49633, 42008, 3873]",4717,4576,49633,9.37
"[53, 89, 4717, 4576, 50513, 40810, 3697]",4717,4576,50513,9.37
"[53, 89, 4717, 4576, 50777, 30282, 2729]",4717,4576,50777,9.37
"[53, 89, 4717, 4576, 51217, 37439, 3345]",4717,4576,51217,9.37
"[53, 89, 4717, 4576, 52009, 21015, 1849]",4717,4576,52009,9.37
"[53, 89, 4717, 4576, 52361, 25185, 2201]",4717,4576,52361,9.37
"[53, 89, 4717, 4576, 52889, 15268, 1321]",4717,4576,52889,9.37
"[53, 89, 4717, 4576, 53593, 44329, 3785]",4717,4576,53593,9.37
"[53, 89, 4717, 4576, 53681, 10335, 881]",4717,4576,53681,9.37
"[53, 89, 4717, 4576, 53857, 20726, 1761]",4717,4576,53857,9.37
"[53, 89, 4717, 4576, 54121, 38521, 3257]",4717,4576,54121,9.37
"[53, 89, 4717, 4576, 55001, 7416, 617]",4717,4576,55001,9.37
"[53, 89, 4717, 4576, 55441, 36262, 2993]",4717,4576,55441,9.37
"[53, 89, 4717, 4576, 55529, 1080, 89]",4717,4576,55529,9.37
"[53, 89, 4717, 4576, 55793, 40784, 3345]",4717,4576,55793,9.37
"[53, 89, 4717, 4576, 57641, 5555, 441]",4717,4576,57641,9.37
"[53, 89, 4717, 4576, 58169, 48114, 3785]",4717,4576,58169,9.37
"[53, 89, 4717, 4576, 59753, 47126, 3609]",4717,4576,59753,9.37
"[53, 89, 4717, 4576, 59929, 35740, 2729]",4717,4576,59929,9.37
"[53, 89, 4717, 4576, 60017, 39255, 2993]",4717,4576,60017,9.37
"[53, 89, 4717, 4576, 60457, 19778, 1497]",4717,4576,60457,9.37
"[53, 89, 4717, 4576, 62129, 59753, 4401]",4717,4576,62129,9.37
"[53, 89, 4717, 4576, 63097, 3654, 265]",4717,4576,63097,9.37
"[53, 89, 4717, 4576, 63361, 53627, 3873]",4717,4576,63361,9.37
"[53, 89, 4717, 4576, 63977, 60300, 4313]",4717,4576,63977,9.37
"[53, 89, 4717, 4576, 64153, 8650, 617]",4717,4576,64153,9.37
"[53, 89, 4717, 4576, 65033, 21275, 1497]",4717,4576,65033,9.37
"[53, 89, 4717, 4576, 53, 50, 4317]",4717,4576,53,5.56
"[53, 89, 4717, 4576, 157, 116, 3381]",4717,4576,157,5.56
"[53, 89, 4717, 4576, 677, 54, 365]",4717,4576,677,5.56
"[53, 89, 4717, 4576, 1093, 584, 2445]",4717,4576,1093,5.56
"[53, 89, 4717, 4576, 1301, 636, 2237]",4717,4576,1301,5.56
"[53, 89, 4717, 4576, 1613, 92, 261]",4717,4576,1613,5.56
"[53, 89, 4717, 4576, 2029, 1038, 2341]",4717,4576,2029,5.56
"[53, 89, 4717, 4576, 2237, 636, 1301]",4717,4576,2237,5.56
"[53, 89, 4717, 4576, 2341, 1038, 2029]",4717,4576,2341,5.56
"[53, 89, 4717, 4576, 2549, 2173, 3901]",4717,4576,2549,5.56
"[53, 89, 4717, 4576, 3797, 1511, 1821]",4717,4576,3797,5.56
"[53, 89, 4717, 4576, 4421, 3166, 3277]",4717,4576,4421,5.56
"[53, 89, 4717, 4576, 4733, 3497, 3381]",4717,4576,4733,5.56
"[53, 89, 4717, 4576, 5669, 3029, 2445]",4717,4576,5669,5.56
"[53, 89, 4717, 4576, 5981, 613, 469]",4717,4576,5981,5.56
"[53, 89, 4717, 4576, 6397, 5308, 3797]",4717,4576,6397,5.56
"[53, 89, 4717, 4576, 6709, 1450, 989]",4717,4576,6709,5.56
"[53, 89, 4717, 4576, 6917, 3067, 2029]",4717,4576,6917,5.56
"[53, 89, 4717, 4576, 7229, 4684, 2965]",4717,4576,7229,5.56
"[53, 89, 4717, 4576, 7333, 5918, 3693]",4717,4576,7333,5.56
"[53, 89, 4717, 4576, 7541, 4372, 2653]",4717,4576,7541,5.56
"[53, 89, 4717, 4576, 7853, 7587, 4421]",4717,4576,7853,5.56
"[53, 89, 4717, 4576, 8269, 4982, 2757]",4717,4576,8269,5.56
"[53, 89, 4717, 4576, 8893, 103, 53]",4717,4576,8893,5.56
"[53, 89, 4717, 4576, 9413, 3318, 1613]",4717,4576,9413,5.56
"[53, 89, 4717, 4576, 9829, 784, 365]",4717,4576,9829,5.56
"[53, 89, 4717, 4576, 10037, 7644, 3485]",4717,4576,10037,5.56
"[53, 89, 4717, 4576, 10141, 4727, 2133]",4717,4576,10141,5.56
"[53, 89, 4717, 4576, 10453, 5110, 2237]",4717,4576,10453,5.56
"[53, 89, 4717, 4576, 10973, 9105, 3797]",4717,4576,10973,5.56
"[53, 89, 4717, 4576, 11597, 2770, 1093]",4717,4576,11597,5.56
"[53, 89, 4717, 4576, 11701, 9975, 3901]",4717,4576,11701,5.56
"[53, 89, 4717, 4576, 11909, 9611, 3693]",4717,4576,11909,5.56
