"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[13, 193, 2509, 2304, 20353, 3401, 385]",2509,2304,20353,100
"[13, 193, 2509, 2304, 20929, 19194, 2113]",2509,2304,20929,100
"[13, 193, 2509, 2304, 21121, 17610, 1921]",2509,2304,21121,100
"[13, 193, 2509, 2304, 21313, 15994, 1729]",2509,2304,21313,100
"[13, 193, 2509, 2304, 22273, 7434, 769]",2509,2304,22273,100
"[13, 193, 2509, 2304, 23041, 10, 1]",2509,2304,23041,100
"[13, 193, 2509, 2304, 24001, 14011, 1345]",2509,2304,24001,100
"[13, 193, 2509, 2304, 25153, 2107, 193]",2509,2304,25153,100
"[13, 193, 2509, 2304, 25537, 23420, 2113]",2509,2304,25537,100
"[13, 193, 2509, 2304, 26113, 17420, 1537]",2509,2304,26113,100
"[13, 193, 2509, 2304, 26497, 13260, 1153]",2509,2304,26497,100
"[13, 193, 2509, 2304, 26881, 8972, 769]",2509,2304,26881,100
"[13, 193, 2509, 2304, 27073, 6780, 577]",2509,2304,27073,100
"[13, 193, 2509, 2304, 27457, 2300, 193]",2509,2304,27457,100
"[13, 193, 2509, 2304, 29569, 4941, 385]",2509,2304,29569,100
"[13, 193, 2509, 2304, 29761, 2493, 193]",2509,2304,29761,100
"[13, 193, 2509, 2304, 30529, 22910, 1729]",2509,2304,30529,100
"[13, 193, 2509, 2304, 31489, 10510, 769]",2509,2304,31489,100
"[13, 193, 2509, 2304, 31873, 5326, 385]",2509,2304,31873,100
"[13, 193, 2509, 2304, 32257, 14, 1]",2509,2304,32257,100
"[13, 193, 2509, 2304, 32833, 24639, 1729]",2509,2304,32833,100
"[13, 193, 2509, 2304, 33409, 16719, 1153]",2509,2304,33409,100
"[13, 193, 2509, 2304, 33601, 14015, 961]",2509,2304,33601,100
"[13, 193, 2509, 2304, 34369, 2879, 193]",2509,2304,34369,100
"[13, 193, 2509, 2304, 35521, 20736, 1345]",2509,2304,35521,100
"[13, 193, 2509, 2304, 36097, 12048, 769]",2509,2304,36097,100
"[13, 193, 2509, 2304, 37057, 33985, 2113]",2509,2304,37057,100
"[13, 193, 2509, 2304, 37441, 28097, 1729]",2509,2304,37441,100
"[13, 193, 2509, 2304, 37633, 25105, 1537]",2509,2304,37633,100
"[13, 193, 2509, 2304, 38593, 9665, 577]",2509,2304,38593,100
"[13, 193, 2509, 2304, 38977, 3265, 193]",2509,2304,38977,100
"[13, 193, 2509, 2304, 39937, 26642, 1537]",2509,2304,39937,100
"[13, 193, 2509, 2304, 40129, 23426, 1345]",2509,2304,40129,100
"[13, 193, 2509, 2304, 40897, 10242, 577]",2509,2304,40897,100
"[13, 193, 2509, 2304, 41281, 3458, 193]",2509,2304,41281,100
"[13, 193, 2509, 2304, 42433, 24771, 1345]",2509,2304,42433,100
"[13, 193, 2509, 2304, 43201, 10819, 577]",2509,2304,43201,100
"[13, 193, 2509, 2304, 43777, 19, 1]",2509,2304,43777,100
"[13, 193, 2509, 2304, 43969, 40324, 2113]",2509,2304,43969,100
"[13, 193, 2509, 2304, 45121, 18820, 961]",2509,2304,45121,100
"[13, 193, 2509, 2304, 45697, 7636, 385]",2509,2304,45697,100
"[13, 193, 2509, 2304, 46273, 42437, 2113]",2509,2304,46273,100
"[13, 193, 2509, 2304, 47041, 27461, 1345]",2509,2304,47041,100
"[13, 193, 2509, 2304, 47809, 11973, 577]",2509,2304,47809,100
"[13, 193, 2509, 2304, 48193, 4037, 193]",2509,2304,48193,100
"[13, 193, 2509, 2304, 49537, 24790, 1153]",2509,2304,49537,100
"[13, 193, 2509, 2304, 49921, 16662, 769]",2509,2304,49921,100
"[13, 193, 2509, 2304, 50497, 4230, 193]",2509,2304,50497,100
"[13, 193, 2509, 2304, 52609, 8791, 385]",2509,2304,52609,100
"[13, 193, 2509, 2304, 53377, 44504, 1921]",2509,2304,53377,100
"[13, 193, 2509, 2304, 53569, 40200, 1729]",2509,2304,53569,100
"[13, 193, 2509, 2304, 54721, 13704, 577]",2509,2304,54721,100
"[13, 193, 2509, 2304, 55681, 46425, 1921]",2509,2304,55681,100
"[13, 193, 2509, 2304, 57601, 25, 1]",2509,2304,57601,100
"[13, 193, 2509, 2304, 57793, 53002, 2113]",2509,2304,57793,100
"[13, 193, 2509, 2304, 58369, 38938, 1537]",2509,2304,58369,100
"[13, 193, 2509, 2304, 60289, 50267, 1921]",2509,2304,60289,100
"[13, 193, 2509, 2304, 61057, 30555, 1153]",2509,2304,61057,100
"[13, 193, 2509, 2304, 61441, 20507, 769]",2509,2304,61441,100
"[13, 193, 2509, 2304, 62017, 5195, 193]",2509,2304,62017,100
"[13, 193, 2509, 2304, 62401, 57228, 2113]",2509,2304,62401,100
"[13, 193, 2509, 2304, 63361, 31708, 1153]",2509,2304,63361,100
"[13, 193, 2509, 2304, 64513, 28, 1]",2509,2304,64513,100
"[13, 193, 2509, 2304, 65089, 48845, 1729]",2509,2304,65089,100
"[13, 193, 2509, 2304, 97, 93, 2209]",2509,2304,97,50
"[13, 193, 2509, 2304, 673, 477, 1633]",2509,2304,673,50
"[13, 193, 2509, 2304, 1249, 573, 1057]",2509,2304,1249,50
"[13, 193, 2509, 2304, 2017, 253, 289]",2509,2304,2017,50
"[13, 193, 2509, 2304, 2593, 2270, 2017]",2509,2304,2593,50
"[13, 193, 2509, 2304, 3169, 1982, 1441]",2509,2304,3169,50
"[13, 193, 2509, 2304, 3361, 1822, 1249]",2509,2304,3361,50
"[13, 193, 2509, 2304, 4129, 862, 481]",2509,2304,4129,50
"[13, 193, 2509, 2304, 4513, 190, 97]",2509,2304,4513,50
"[13, 193, 2509, 2304, 5281, 3743, 1633]",2509,2304,5281,50
"[13, 193, 2509, 2304, 5857, 2687, 1057]",2509,2304,5857,50
"[13, 193, 2509, 2304, 7393, 5856, 1825]",2509,2304,7393,50
"[13, 193, 2509, 2304, 8161, 3744, 1057]",2509,2304,8161,50
"[13, 193, 2509, 2304, 8353, 3136, 865]",2509,2304,8353,50
"[13, 193, 2509, 2304, 8737, 1824, 481]",2509,2304,8737,50
"[13, 193, 2509, 2304, 8929, 1120, 289]",2509,2304,8929,50
"[13, 193, 2509, 2304, 9697, 7681, 1825]",2509,2304,9697,50
"[13, 193, 2509, 2304, 10273, 5569, 1249]",2509,2304,10273,50
"[13, 193, 2509, 2304, 10657, 4001, 865]",2509,2304,10657,50
"[13, 193, 2509, 2304, 11617, 11138, 2209]",2509,2304,11617,50
"[13, 193, 2509, 2304, 12577, 6818, 1249]",2509,2304,12577,50
"[13, 193, 2509, 2304, 13537, 1698, 289]",2509,2304,13537,50
"[13, 193, 2509, 2304, 13729, 578, 97]",2509,2304,13729,50
"[13, 193, 2509, 2304, 13921, 13347, 2209]",2509,2304,13921,50
"[13, 193, 2509, 2304, 15073, 6915, 1057]",2509,2304,15073,50
"[13, 193, 2509, 2304, 15649, 3267, 481]",2509,2304,15649,50
"[13, 193, 2509, 2304, 16033, 675, 97]",2509,2304,16033,50
"[13, 193, 2509, 2304, 16417, 14372, 2017]",2509,2304,16417,50
"[13, 193, 2509, 2304, 16993, 10628, 1441]",2509,2304,16993,50
"[13, 193, 2509, 2304, 17377, 7972, 1057]",2509,2304,17377,50
"[13, 193, 2509, 2304, 17569, 6596, 865]",2509,2304,17569,50
"[13, 193, 2509, 2304, 17761, 5188, 673]",2509,2304,17761,50
"[13, 193, 2509, 2304, 18913, 14981, 1825]",2509,2304,18913,50
"[13, 193, 2509, 2304, 19489, 10565, 1249]",2509,2304,19489,50
"[13, 193, 2509, 2304, 19681, 9029, 1057]",2509,2304,19681,50
"[13, 193, 2509, 2304, 20641, 869, 97]",2509,2304,20641,50
"[13, 193, 2509, 2304, 21601, 13510, 1441]",2509,2304,21601,50
"[13, 193, 2509, 2304, 22369, 6534, 673]",2509,2304,22369,50
"[13, 193, 2509, 2304, 24097, 13063, 1249]",2509,2304,24097,50
"[13, 193, 2509, 2304, 24481, 9191, 865]",2509,2304,24481,50
"[13, 193, 2509, 2304, 25057, 3143, 289]",2509,2304,25057,50
"[13, 193, 2509, 2304, 25633, 22440, 2017]",2509,2304,25633,50
"[13, 193, 2509, 2304, 26017, 18440, 1633]",2509,2304,26017,50
"[13, 193, 2509, 2304, 26209, 16392, 1441]",2509,2304,26209,50
"[13, 193, 2509, 2304, 27361, 3432, 289]",2509,2304,27361,50
"[13, 193, 2509, 2304, 28513, 17833, 1441]",2509,2304,28513,50
"[13, 193, 2509, 2304, 29473, 6153, 481]",2509,2304,29473,50
"[13, 193, 2509, 2304, 30241, 26474, 2017]",2509,2304,30241,50
"[13, 193, 2509, 2304, 30817, 19274, 1441]",2509,2304,30817,50
"[13, 193, 2509, 2304, 31393, 11786, 865]",2509,2304,31393,50
"[13, 193, 2509, 2304, 32353, 31019, 2209]",2509,2304,32353,50
"[13, 193, 2509, 2304, 33889, 9899, 673]",2509,2304,33889,50
"[13, 193, 2509, 2304, 34273, 4299, 289]",2509,2304,34273,50
"[13, 193, 2509, 2304, 34849, 30508, 2017]",2509,2304,34849,50
"[13, 193, 2509, 2304, 35617, 19308, 1249]",2509,2304,35617,50
"[13, 193, 2509, 2304, 35809, 16428, 1057]",2509,2304,35809,50
"[13, 193, 2509, 2304, 37537, 26605, 1633]",2509,2304,37537,50
"[13, 193, 2509, 2304, 38113, 17485, 1057]",2509,2304,38113,50
"[13, 193, 2509, 2304, 39841, 28238, 1633]",2509,2304,39841,50
"[13, 193, 2509, 2304, 40609, 15246, 865]",2509,2304,40609,50
"[13, 193, 2509, 2304, 40801, 11918, 673]",2509,2304,40801,50
"[13, 193, 2509, 2304, 40993, 8558, 481]",2509,2304,40993,50
"[13, 193, 2509, 2304, 41761, 36559, 2017]",2509,2304,41761,50
"[13, 193, 2509, 2304, 41953, 33231, 1825]",2509,2304,41953,50
"[13, 193, 2509, 2304, 42337, 26479, 1441]",2509,2304,42337,50
"[13, 193, 2509, 2304, 44257, 35056, 1825]",2509,2304,44257,50
"[13, 193, 2509, 2304, 44449, 31504, 1633]",2509,2304,44449,50
"[13, 193, 2509, 2304, 44641, 27920, 1441]",2509,2304,44641,50
"[13, 193, 2509, 2304, 47137, 25553, 1249]",2509,2304,47137,50
"[13, 193, 2509, 2304, 47521, 17841, 865]",2509,2304,47521,50
"[13, 193, 2509, 2304, 47713, 13937, 673]",2509,2304,47713,50
"[13, 193, 2509, 2304, 48481, 46482, 2209]",2509,2304,48481,50
"[13, 193, 2509, 2304, 48673, 42610, 2017]",2509,2304,48673,50
"[13, 193, 2509, 2304, 49057, 34770, 1633]",2509,2304,49057,50
"[13, 193, 2509, 2304, 49633, 22770, 1057]",2509,2304,49633,50
"[13, 193, 2509, 2304, 50593, 2130, 97]",2509,2304,50593,50
"[13, 193, 2509, 2304, 51169, 40531, 1825]",2509,2304,51169,50
"[13, 193, 2509, 2304, 51361, 36403, 1633]",2509,2304,51361,50
"[13, 193, 2509, 2304, 52321, 15283, 673]",2509,2304,52321,50
"[13, 193, 2509, 2304, 53089, 50900, 2209]",2509,2304,53089,50
"[13, 193, 2509, 2304, 53281, 46644, 2017]",2509,2304,53281,50
"[13, 193, 2509, 2304, 53857, 33684, 1441]",2509,2304,53857,50
"[13, 193, 2509, 2304, 54049, 29300, 1249]",2509,2304,54049,50
"[13, 193, 2509, 2304, 55009, 6900, 289]",2509,2304,55009,50
"[13, 193, 2509, 2304, 55201, 2324, 97]",2509,2304,55201,50
"[13, 193, 2509, 2304, 56737, 21301, 865]",2509,2304,56737,50
"[13, 193, 2509, 2304, 56929, 16629, 673]",2509,2304,56929,50
"[13, 193, 2509, 2304, 57697, 55318, 2209]",2509,2304,57697,50
"[13, 193, 2509, 2304, 58657, 31798, 1249]",2509,2304,58657,50
"[13, 193, 2509, 2304, 59233, 17302, 673]",2509,2304,59233,50
"[13, 193, 2509, 2304, 59617, 7478, 289]",2509,2304,59617,50
"[13, 193, 2509, 2304, 59809, 2518, 97]",2509,2304,59809,50
"[13, 193, 2509, 2304, 60961, 33047, 1249]",2509,2304,60961,50
"[13, 193, 2509, 2304, 61153, 28055, 1057]",2509,2304,61153,50
"[13, 193, 2509, 2304, 61729, 12887, 481]",2509,2304,61729,50
"[13, 193, 2509, 2304, 62497, 54712, 2017]",2509,2304,62497,50
"[13, 193, 2509, 2304, 63073, 39448, 1441]",2509,2304,63073,50
"[13, 193, 2509, 2304, 63649, 23896, 865]",2509,2304,63649,50
"[13, 193, 2509, 2304, 63841, 18648, 673]",2509,2304,63841,50
"[13, 193, 2509, 2304, 64033, 13368, 481]",2509,2304,64033,50
"[13, 193, 2509, 2304, 64609, 61945, 2209]",2509,2304,64609,50
"[13, 193, 2509, 2304, 241, 216, 2065]",2509,2304,241,25
"[13, 193, 2509, 2304, 337, 288, 1969]",2509,2304,337,25
"[13, 193, 2509, 2304, 433, 352, 1873]",2509,2304,433,25
"[13, 193, 2509, 2304, 1009, 568, 1297]",2509,2304,1009,25
"[13, 193, 2509, 2304, 1201, 576, 1105]",2509,2304,1201,25
"[13, 193, 2509, 2304, 1297, 568, 1009]",2509,2304,1297,25
"[13, 193, 2509, 2304, 1489, 528, 817]",2509,2304,1489,25
"[13, 193, 2509, 2304, 1777, 408, 529]",2509,2304,1777,25
"[13, 193, 2509, 2304, 1873, 352, 433]",2509,2304,1873,25
"[13, 193, 2509, 2304, 2161, 136, 145]",2509,2304,2161,25
"[13, 193, 2509, 2304, 2833, 2185, 1777]",2509,2304,2833,25
"[13, 193, 2509, 2304, 3121, 2017, 1489]",2509,2304,3121,25
"[13, 193, 2509, 2304, 3217, 1945, 1393]",2509,2304,3217,25
"[13, 193, 2509, 2304, 3313, 1865, 1297]",2509,2304,3313,25
"[13, 193, 2509, 2304, 3697, 1465, 913]",2509,2304,3697,25
"[13, 193, 2509, 2304, 3793, 1345, 817]",2509,2304,3793,25
"[13, 193, 2509, 2304, 3889, 1217, 721]",2509,2304,3889,25
"[13, 193, 2509, 2304, 4177, 785, 433]",2509,2304,4177,25
"[13, 193, 2509, 2304, 4273, 625, 337]",2509,2304,4273,25
"[13, 193, 2509, 2304, 4561, 97, 49]",2509,2304,4561,25
"[13, 193, 2509, 2304, 4657, 4562, 2257]",2509,2304,4657,25
"[13, 193, 2509, 2304, 5233, 3818, 1681]",2509,2304,5233,25
"[13, 193, 2509, 2304, 5521, 3338, 1393]",2509,2304,5521,25
"[13, 193, 2509, 2304, 6481, 1218, 433]",2509,2304,6481,25
"[13, 193, 2509, 2304, 6577, 962, 337]",2509,2304,6577,25
"[13, 193, 2509, 2304, 6673, 698, 241]",2509,2304,6673,25
"[13, 193, 2509, 2304, 6961, 6819, 2257]",2509,2304,6961,25
"[13, 193, 2509, 2304, 7057, 6619, 2161]",2509,2304,7057,25
"[13, 193, 2509, 2304, 7537, 5499, 1681]",2509,2304,7537,25
"[13, 193, 2509, 2304, 8017, 4179, 1201]",2509,2304,8017,25
"[13, 193, 2509, 2304, 8209, 3595, 1009]",2509,2304,8209,25
"[13, 193, 2509, 2304, 8689, 1995, 529]",2509,2304,8689,25
"[13, 193, 2509, 2304, 9649, 7844, 1873]",2509,2304,9649,25
"[13, 193, 2509, 2304, 10321, 5380, 1201]",2509,2304,10321,25
"[13, 193, 2509, 2304, 10513, 4604, 1009]",2509,2304,10513,25
"[13, 193, 2509, 2304, 10993, 2524, 529]",2509,2304,10993,25
"[13, 193, 2509, 2304, 11953, 9717, 1873]",2509,2304,11953,25
"[13, 193, 2509, 2304, 12049, 9293, 1777]",2509,2304,12049,25
"[13, 193, 2509, 2304, 12241, 8421, 1585]",2509,2304,12241,25
"[13, 193, 2509, 2304, 12433, 7517, 1393]",2509,2304,12433,25
"[13, 193, 2509, 2304, 12721, 6101, 1105]",2509,2304,12721,25
"[13, 193, 2509, 2304, 13009, 4613, 817]",2509,2304,13009,25
"[13, 193, 2509, 2304, 13297, 3053, 529]",2509,2304,13297,25
"[13, 193, 2509, 2304, 13681, 861, 145]",2509,2304,13681,25
"[13, 193, 2509, 2304, 13873, 13590, 2257]",2509,2304,13873,25
"[13, 193, 2509, 2304, 14449, 10542, 1681]",2509,2304,14449,25
"[13, 193, 2509, 2304, 14737, 8910, 1393]",2509,2304,14737,25
"[13, 193, 2509, 2304, 14929, 7782, 1201]",2509,2304,14929,25
"[13, 193, 2509, 2304, 15121, 6622, 1009]",2509,2304,15121,25
"[13, 193, 2509, 2304, 15217, 6030, 913]",2509,2304,15217,25
"[13, 193, 2509, 2304, 15313, 5430, 817]",2509,2304,15313,25
"[13, 193, 2509, 2304, 15601, 3582, 529]",2509,2304,15601,25
"[13, 193, 2509, 2304, 15889, 1662, 241]",2509,2304,15889,25
"[13, 193, 2509, 2304, 16273, 15263, 2161]",2509,2304,16273,25
"[13, 193, 2509, 2304, 16369, 14671, 2065]",2509,2304,16369,25
"[13, 193, 2509, 2304, 16561, 13463, 1873]",2509,2304,16561,25
"[13, 193, 2509, 2304, 16657, 12847, 1777]",2509,2304,16657,25
"[13, 193, 2509, 2304, 17041, 10303, 1393]",2509,2304,17041,25
"[13, 193, 2509, 2304, 17137, 9647, 1297]",2509,2304,17137,25
"[13, 193, 2509, 2304, 17713, 5543, 721]",2509,2304,17713,25
"[13, 193, 2509, 2304, 18097, 2647, 337]",2509,2304,18097,25
"[13, 193, 2509, 2304, 18289, 1151, 145]",2509,2304,18289,25
"[13, 193, 2509, 2304, 18481, 18104, 2257]",2509,2304,18481,25
"[13, 193, 2509, 2304, 19249, 12440, 1489]",2509,2304,19249,25
"[13, 193, 2509, 2304, 19441, 10944, 1297]",2509,2304,19441,25
"[13, 193, 2509, 2304, 20113, 5456, 625]",2509,2304,20113,25
"[13, 193, 2509, 2304, 20593, 1296, 145]",2509,2304,20593,25
"[13, 193, 2509, 2304, 21169, 17209, 1873]",2509,2304,21169,25
"[13, 193, 2509, 2304, 21649, 13089, 1393]",2509,2304,21649,25
"[13, 193, 2509, 2304, 21841, 11385, 1201]",2509,2304,21841,25
"[13, 193, 2509, 2304, 21937, 10521, 1105]",2509,2304,21937,25
"[13, 193, 2509, 2304, 22129, 8769, 913]",2509,2304,22129,25
"[13, 193, 2509, 2304, 22993, 489, 49]",2509,2304,22993,25
"[13, 193, 2509, 2304, 23473, 19082, 1873]",2509,2304,23473,25
"[13, 193, 2509, 2304, 23761, 16346, 1585]",2509,2304,23761,25
"[13, 193, 2509, 2304, 23857, 15418, 1489]",2509,2304,23857,25
"[13, 193, 2509, 2304, 24049, 13538, 1297]",2509,2304,24049,25
"[13, 193, 2509, 2304, 24337, 10658, 1009]",2509,2304,24337,25
"[13, 193, 2509, 2304, 25873, 19955, 1777]",2509,2304,25873,25
"[13, 193, 2509, 2304, 25969, 18947, 1681]",2509,2304,25969,25
"[13, 193, 2509, 2304, 26161, 16907, 1489]",2509,2304,26161,25
"[13, 193, 2509, 2304, 26449, 13787, 1201]",2509,2304,26449,25
"[13, 193, 2509, 2304, 26641, 11667, 1009]",2509,2304,26641,25
"[13, 193, 2509, 2304, 26737, 10595, 913]",2509,2304,26737,25
"[13, 193, 2509, 2304, 26833, 9515, 817]",2509,2304,26833,25
"[13, 193, 2509, 2304, 27409, 2867, 241]",2509,2304,27409,25
"[13, 193, 2509, 2304, 27697, 27132, 2257]",2509,2304,27697,25
"[13, 193, 2509, 2304, 27793, 26068, 2161]",2509,2304,27793,25
"[13, 193, 2509, 2304, 28081, 22828, 1873]",2509,2304,28081,25
"[13, 193, 2509, 2304, 28657, 16132, 1297]",2509,2304,28657,25
"[13, 193, 2509, 2304, 28753, 14988, 1201]",2509,2304,28753,25
"[13, 193, 2509, 2304, 29137, 10332, 817]",2509,2304,29137,25
"[13, 193, 2509, 2304, 30097, 28229, 2161]",2509,2304,30097,25
"[13, 193, 2509, 2304, 30577, 22309, 1681]",2509,2304,30577,25
"[13, 193, 2509, 2304, 31153, 14941, 1105]",2509,2304,31153,25
"[13, 193, 2509, 2304, 31249, 13685, 1009]",2509,2304,31249,25
"[13, 193, 2509, 2304, 31729, 7285, 529]",2509,2304,31729,25
"[13, 193, 2509, 2304, 32401, 30390, 2161]",2509,2304,32401,25
"[13, 193, 2509, 2304, 32497, 29126, 2065]",2509,2304,32497,25
"[13, 193, 2509, 2304, 33073, 21374, 1489]",2509,2304,33073,25
"[13, 193, 2509, 2304, 33457, 16046, 1105]",2509,2304,33457,25
"[13, 193, 2509, 2304, 33937, 9206, 625]",2509,2304,33937,25
"[13, 193, 2509, 2304, 34033, 7814, 529]",2509,2304,34033,25
"[13, 193, 2509, 2304, 34129, 6414, 433]",2509,2304,34129,25
"[13, 193, 2509, 2304, 34513, 734, 49]",2509,2304,34513,25
"[13, 193, 2509, 2304, 34897, 29823, 1969]",2509,2304,34897,25
"[13, 193, 2509, 2304, 35089, 27063, 1777]",2509,2304,35089,25
"[13, 193, 2509, 2304, 35281, 24271, 1585]",2509,2304,35281,25
"[13, 193, 2509, 2304, 35569, 20023, 1297]",2509,2304,35569,25
"[13, 193, 2509, 2304, 36241, 9831, 625]",2509,2304,36241,25
"[13, 193, 2509, 2304, 36433, 6847, 433]",2509,2304,36433,25
"[13, 193, 2509, 2304, 36529, 5343, 337]",2509,2304,36529,25
"[13, 193, 2509, 2304, 36721, 2311, 145]",2509,2304,36721,25
"[13, 193, 2509, 2304, 36913, 36160, 2257]",2509,2304,36913,25
"[13, 193, 2509, 2304, 37201, 31792, 1969]",2509,2304,37201,25
"[13, 193, 2509, 2304, 37489, 27352, 1681]",2509,2304,37489,25
"[13, 193, 2509, 2304, 38449, 12032, 721]",2509,2304,38449,25
"[13, 193, 2509, 2304, 38737, 7280, 433]",2509,2304,38737,25
"[13, 193, 2509, 2304, 38833, 5680, 337]",2509,2304,38833,25
"[13, 193, 2509, 2304, 39217, 38417, 2257]",2509,2304,39217,25
"[13, 193, 2509, 2304, 39313, 36873, 2161]",2509,2304,39313,25
"[13, 193, 2509, 2304, 39409, 35321, 2065]",2509,2304,39409,25
"[13, 193, 2509, 2304, 40177, 22617, 1297]",2509,2304,40177,25
"[13, 193, 2509, 2304, 40849, 11081, 625]",2509,2304,40849,25
"[13, 193, 2509, 2304, 41233, 4313, 241]",2509,2304,41233,25
"[13, 193, 2509, 2304, 41521, 40674, 2257]",2509,2304,41521,25
"[13, 193, 2509, 2304, 41617, 39034, 2161]",2509,2304,41617,25
"[13, 193, 2509, 2304, 41809, 35730, 1969]",2509,2304,41809,25
"[13, 193, 2509, 2304, 42193, 29026, 1585]",2509,2304,42193,25
"[13, 193, 2509, 2304, 42577, 22194, 1201]",2509,2304,42577,25
"[13, 193, 2509, 2304, 42961, 15234, 817]",2509,2304,42961,25
"[13, 193, 2509, 2304, 43441, 6354, 337]",2509,2304,43441,25
"[13, 193, 2509, 2304, 43633, 2746, 145]",2509,2304,43633,25
"[13, 193, 2509, 2304, 44017, 39451, 2065]",2509,2304,44017,25
"[13, 193, 2509, 2304, 44497, 30611, 1585]",2509,2304,44497,25
"[13, 193, 2509, 2304, 45361, 14195, 721]",2509,2304,45361,25
"[13, 193, 2509, 2304, 45553, 10459, 529]",2509,2304,45553,25
"[13, 193, 2509, 2304, 45841, 4795, 241]",2509,2304,45841,25
"[13, 193, 2509, 2304, 46993, 28412, 1393]",2509,2304,46993,25
"[13, 193, 2509, 2304, 47569, 16868, 817]",2509,2304,47569,25
"[13, 193, 2509, 2304, 47857, 10988, 529]",2509,2304,47857,25
"[13, 193, 2509, 2304, 48049, 7028, 337]",2509,2304,48049,25
"[13, 193, 2509, 2304, 48337, 1028, 49]",2509,2304,48337,25
"[13, 193, 2509, 2304, 48817, 39685, 1873]",2509,2304,48817,25
"[13, 193, 2509, 2304, 49009, 35757, 1681]",2509,2304,49009,25
"[13, 193, 2509, 2304, 49201, 31797, 1489]",2509,2304,49201,25
"[13, 193, 2509, 2304, 49297, 29805, 1393]",2509,2304,49297,25
"[13, 193, 2509, 2304, 49393, 27805, 1297]",2509,2304,49393,25
"[13, 193, 2509, 2304, 49681, 21757, 1009]",2509,2304,49681,25
"[13, 193, 2509, 2304, 50833, 47678, 2161]",2509,2304,50833,25
"[13, 193, 2509, 2304, 50929, 45646, 2065]",2509,2304,50929,25
"[13, 193, 2509, 2304, 51217, 39502, 1777]",2509,2304,51217,25
"[13, 193, 2509, 2304, 52081, 20638, 913]",2509,2304,52081,25
"[13, 193, 2509, 2304, 52177, 18502, 817]",2509,2304,52177,25
"[13, 193, 2509, 2304, 52369, 14206, 625]",2509,2304,52369,25
"[13, 193, 2509, 2304, 52561, 9878, 433]",2509,2304,52561,25
"[13, 193, 2509, 2304, 53233, 47711, 2065]",2509,2304,53233,25
"[13, 193, 2509, 2304, 53617, 39119, 1681]",2509,2304,53617,25
"[13, 193, 2509, 2304, 54001, 30399, 1297]",2509,2304,54001,25
"[13, 193, 2509, 2304, 54193, 25991, 1105]",2509,2304,54193,25
