"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[13, 389, 5057, 4656, 1747, 1529, 4075]",5057,4656,1747,27
"[13, 389, 5057, 4656, 8731, 3276, 1747]",5057,4656,8731,27
"[13, 389, 5057, 4656, 11059, 9679, 4075]",5057,4656,11059,27
"[13, 389, 5057, 4656, 14551, 1822, 583]",5057,4656,14551,27
"[13, 389, 5057, 4656, 16879, 10553, 2911]",5057,4656,16879,27
"[13, 389, 5057, 4656, 18043, 6770, 1747]",5057,4656,18043,27
"[13, 389, 5057, 4656, 19207, 2405, 583]",5057,4656,19207,27
"[13, 389, 5057, 4656, 22699, 8517, 1747]",5057,4656,22699,27
"[13, 389, 5057, 4656, 29683, 25979, 4075]",5057,4656,29683,27
"[13, 389, 5057, 4656, 37831, 4737, 583]",5057,4656,37831,27
"[13, 389, 5057, 4656, 42487, 5320, 583]",5057,4656,42487,27
"[13, 389, 5057, 4656, 43651, 38204, 4075]",5057,4656,43651,27
"[13, 389, 5057, 4656, 45979, 17252, 1747]",5057,4656,45979,27
"[13, 389, 5057, 4656, 47143, 5903, 583]",5057,4656,47143,27
"[13, 389, 5057, 4656, 52963, 46354, 4075]",5057,4656,52963,27
"[13, 389, 5057, 4656, 55291, 20746, 1747]",5057,4656,55291,27
"[13, 389, 5057, 4656, 63439, 39663, 2911]",5057,4656,63439,27
"[13, 389, 5057, 4656, 971, 688, 3299]",5057,4656,971,12
"[13, 389, 5057, 4656, 3299, 688, 971]",5057,4656,3299,12
"[13, 389, 5057, 4656, 4463, 4278, 4463]",5057,4656,4463,12
"[13, 389, 5057, 4656, 6791, 3114, 2135]",5057,4656,6791,12
"[13, 389, 5057, 4656, 11447, 5249, 2135]",5057,4656,11447,12
"[13, 389, 5057, 4656, 12611, 2630, 971]",5057,4656,12611,12
"[13, 389, 5057, 4656, 14939, 10585, 3299]",5057,4656,14939,12
"[13, 389, 5057, 4656, 16103, 7384, 2135]",5057,4656,16103,12
"[13, 389, 5057, 4656, 20759, 9519, 2135]",5057,4656,20759,12
"[13, 389, 5057, 4656, 23087, 22130, 4463]",5057,4656,23087,12
"[13, 389, 5057, 4656, 24251, 17183, 3299]",5057,4656,24251,12
"[13, 389, 5057, 4656, 27743, 26593, 4463]",5057,4656,27743,12
"[13, 389, 5057, 4656, 30071, 13789, 2135]",5057,4656,30071,12
"[13, 389, 5057, 4656, 33563, 23781, 3299]",5057,4656,33563,12
"[13, 389, 5057, 4656, 38219, 27080, 3299]",5057,4656,38219,12
"[13, 389, 5057, 4656, 39383, 18059, 2135]",5057,4656,39383,12
"[13, 389, 5057, 4656, 56843, 40276, 3299]",5057,4656,56843,12
"[13, 389, 5057, 4656, 13, 6, 2149]",5057,4656,13,1
"[13, 389, 5057, 4656, 37, 31, 3901]",5057,4656,37,1
"[13, 389, 5057, 4656, 61, 3, 229]",5057,4656,61,1
"[13, 389, 5057, 4656, 73, 32, 2041]",5057,4656,73,1
"[13, 389, 5057, 4656, 97, 1, 5088]",5057,4656,97,1
"[13, 389, 5057, 4656, 109, 102, 4357]",5057,4656,109,1
"[13, 389, 5057, 4656, 157, 32, 949]",5057,4656,157,1
"[13, 389, 5057, 4656, 181, 105, 2701]",5057,4656,181,1
"[13, 389, 5057, 4656, 193, 8, 193]",5057,4656,193,1
"[13, 389, 5057, 4656, 229, 3, 61]",5057,4656,229,1
"[13, 389, 5057, 4656, 241, 169, 3265]",5057,4656,241,1
"[13, 389, 5057, 4656, 277, 115, 1933]",5057,4656,277,1
"[13, 389, 5057, 4656, 313, 305, 4537]",5057,4656,313,1
"[13, 389, 5057, 4656, 337, 212, 2929]",5057,4656,337,1
"[13, 389, 5057, 4656, 349, 305, 4069]",5057,4656,349,1
"[13, 389, 5057, 4656, 373, 201, 2509]",5057,4656,373,1
"[13, 389, 5057, 4656, 397, 261, 3061]",5057,4656,397,1
"[13, 389, 5057, 4656, 409, 310, 3529]",5057,4656,409,1
"[13, 389, 5057, 4656, 421, 101, 1117]",5057,4656,421,1
"[13, 389, 5057, 4656, 433, 259, 2785]",5057,4656,433,1
"[13, 389, 5057, 4656, 457, 271, 2761]",5057,4656,457,1
"[13, 389, 5057, 4656, 541, 127, 1093]",5057,4656,541,1
"[13, 389, 5057, 4656, 577, 476, 3841]",5057,4656,577,1
"[13, 389, 5057, 4656, 601, 344, 2665]",5057,4656,601,1
"[13, 389, 5057, 4656, 613, 482, 3661]",5057,4656,613,1
"[13, 389, 5057, 4656, 661, 547, 3853]",5057,4656,661,1
"[13, 389, 5057, 4656, 673, 465, 3217]",5057,4656,673,1
"[13, 389, 5057, 4656, 709, 97, 637]",5057,4656,709,1
"[13, 389, 5057, 4656, 733, 429, 2725]",5057,4656,733,1
"[13, 389, 5057, 4656, 757, 166, 1021]",5057,4656,757,1
"[13, 389, 5057, 4656, 769, 238, 1441]",5057,4656,769,1
"[13, 389, 5057, 4656, 829, 451, 2533]",5057,4656,829,1
"[13, 389, 5057, 4656, 853, 829, 4525]",5057,4656,853,1
"[13, 389, 5057, 4656, 877, 233, 1237]",5057,4656,877,1
"[13, 389, 5057, 4656, 937, 517, 2569]",5057,4656,937,1
"[13, 389, 5057, 4656, 997, 897, 4189]",5057,4656,997,1
"[13, 389, 5057, 4656, 1009, 926, 4273]",5057,4656,1009,1
"[13, 389, 5057, 4656, 1021, 166, 757]",5057,4656,1021,1
"[13, 389, 5057, 4656, 1033, 964, 4345]",5057,4656,1033,1
"[13, 389, 5057, 4656, 1069, 813, 3541]",5057,4656,1069,1
"[13, 389, 5057, 4656, 1093, 127, 541]",5057,4656,1093,1
"[13, 389, 5057, 4656, 1117, 101, 421]",5057,4656,1117,1
"[13, 389, 5057, 4656, 1129, 879, 3625]",5057,4656,1129,1
"[13, 389, 5057, 4656, 1153, 131, 529]",5057,4656,1153,1
"[13, 389, 5057, 4656, 1201, 706, 2737]",5057,4656,1201,1
"[13, 389, 5057, 4656, 1213, 885, 3397]",5057,4656,1213,1
"[13, 389, 5057, 4656, 1237, 233, 877]",5057,4656,1237,1
"[13, 389, 5057, 4656, 1249, 1069, 3985]",5057,4656,1249,1
"[13, 389, 5057, 4656, 1297, 963, 3457]",5057,4656,1297,1
"[13, 389, 5057, 4656, 1321, 1260, 4441]",5057,4656,1321,1
"[13, 389, 5057, 4656, 1381, 673, 2269]",5057,4656,1381,1
"[13, 389, 5057, 4656, 1429, 608, 1981]",5057,4656,1429,1
"[13, 389, 5057, 4656, 1453, 1135, 3637]",5057,4656,1453,1
"[13, 389, 5057, 4656, 1489, 906, 2833]",5057,4656,1489,1
"[13, 389, 5057, 4656, 1549, 172, 517]",5057,4656,1549,1
"[13, 389, 5057, 4656, 1597, 556, 1621]",5057,4656,1597,1
"[13, 389, 5057, 4656, 1609, 1402, 4057]",5057,4656,1609,1
"[13, 389, 5057, 4656, 1621, 556, 1597]",5057,4656,1621,1
"[13, 389, 5057, 4656, 1657, 1273, 3577]",5057,4656,1657,1
"[13, 389, 5057, 4656, 1669, 951, 2653]",5057,4656,1669,1
"[13, 389, 5057, 4656, 1693, 1689, 4645]",5057,4656,1693,1
"[13, 389, 5057, 4656, 1741, 1001, 2677]",5057,4656,1741,1
"[13, 389, 5057, 4656, 1753, 407, 1081]",5057,4656,1753,1
"[13, 389, 5057, 4656, 1777, 953, 2497]",5057,4656,1777,1
"[13, 389, 5057, 4656, 1789, 1711, 4453]",5057,4656,1789,1
"[13, 389, 5057, 4656, 1801, 1625, 4201]",5057,4656,1801,1
"[13, 389, 5057, 4656, 1861, 1329, 3325]",5057,4656,1861,1
"[13, 389, 5057, 4656, 1873, 1661, 4129]",5057,4656,1873,1
"[13, 389, 5057, 4656, 1933, 115, 277]",5057,4656,1933,1
"[13, 389, 5057, 4656, 1993, 586, 1369]",5057,4656,1993,1
"[13, 389, 5057, 4656, 2017, 1456, 3361]",5057,4656,2017,1
"[13, 389, 5057, 4656, 2029, 1062, 2437]",5057,4656,2029,1
"[13, 389, 5057, 4656, 2053, 810, 1837]",5057,4656,2053,1
"[13, 389, 5057, 4656, 2089, 1971, 4393]",5057,4656,2089,1
"[13, 389, 5057, 4656, 2113, 1656, 3649]",5057,4656,2113,1
"[13, 389, 5057, 4656, 2137, 386, 841]",5057,4656,2137,1
"[13, 389, 5057, 4656, 2161, 1404, 3025]",5057,4656,2161,1
"[13, 389, 5057, 4656, 2221, 384, 805]",5057,4656,2221,1
"[13, 389, 5057, 4656, 2269, 673, 1381]",5057,4656,2269,1
"[13, 389, 5057, 4656, 2281, 1917, 3913]",5057,4656,2281,1
"[13, 389, 5057, 4656, 2293, 1212, 2461]",5057,4656,2293,1
"[13, 389, 5057, 4656, 2341, 2251, 4477]",5057,4656,2341,1
"[13, 389, 5057, 4656, 2377, 1140, 2233]",5057,4656,2377,1
"[13, 389, 5057, 4656, 2389, 1312, 2557]",5057,4656,2389,1
"[13, 389, 5057, 4656, 2437, 1062, 2029]",5057,4656,2437,1
"[13, 389, 5057, 4656, 2473, 1390, 2617]",5057,4656,2473,1
"[13, 389, 5057, 4656, 2521, 1365, 2521]",5057,4656,2521,1
"[13, 389, 5057, 4656, 2557, 1312, 2389]",5057,4656,2557,1
"[13, 389, 5057, 4656, 2593, 455, 817]",5057,4656,2593,1
"[13, 389, 5057, 4656, 2617, 1390, 2473]",5057,4656,2617,1
"[13, 389, 5057, 4656, 2677, 1001, 1741]",5057,4656,2677,1
"[13, 389, 5057, 4656, 2689, 1054, 1825]",5057,4656,2689,1
"[13, 389, 5057, 4656, 2713, 2336, 4009]",5057,4656,2713,1
"[13, 389, 5057, 4656, 2749, 2034, 3445]",5057,4656,2749,1
"[13, 389, 5057, 4656, 2797, 1810, 3013]",5057,4656,2797,1
"[13, 389, 5057, 4656, 2833, 906, 1489]",5057,4656,2833,1
"[13, 389, 5057, 4656, 2857, 2136, 3481]",5057,4656,2857,1
"[13, 389, 5057, 4656, 2917, 2865, 4573]",5057,4656,2917,1
"[13, 389, 5057, 4656, 2953, 2086, 3289]",5057,4656,2953,1
"[13, 389, 5057, 4656, 3001, 573, 889]",5057,4656,3001,1
"[13, 389, 5057, 4656, 3037, 1934, 2965]",5057,4656,3037,1
"[13, 389, 5057, 4656, 3049, 425, 649]",5057,4656,3049,1
"[13, 389, 5057, 4656, 3061, 261, 397]",5057,4656,3061,1
"[13, 389, 5057, 4656, 3109, 1451, 2173]",5057,4656,3109,1
"[13, 389, 5057, 4656, 3121, 612, 913]",5057,4656,3121,1
"[13, 389, 5057, 4656, 3169, 3039, 4465]",5057,4656,3169,1
"[13, 389, 5057, 4656, 3181, 1501, 2197]",5057,4656,3181,1
"[13, 389, 5057, 4656, 3217, 465, 673]",5057,4656,3217,1
"[13, 389, 5057, 4656, 3229, 2256, 3253]",5057,4656,3229,1
"[13, 389, 5057, 4656, 3253, 2256, 3229]",5057,4656,3253,1
"[13, 389, 5057, 4656, 3301, 3072, 4333]",5057,4656,3301,1
"[13, 389, 5057, 4656, 3313, 2494, 3505]",5057,4656,3313,1
"[13, 389, 5057, 4656, 3361, 1456, 2017]",5057,4656,3361,1
"[13, 389, 5057, 4656, 3373, 1070, 1477]",5057,4656,3373,1
"[13, 389, 5057, 4656, 3433, 160, 217]",5057,4656,3433,1
"[13, 389, 5057, 4656, 3457, 963, 1297]",5057,4656,3457,1
"[13, 389, 5057, 4656, 3469, 1923, 2581]",5057,4656,3469,1
"[13, 389, 5057, 4656, 3517, 1442, 1909]",5057,4656,3517,1
"[13, 389, 5057, 4656, 3529, 310, 409]",5057,4656,3529,1
"[13, 389, 5057, 4656, 3541, 813, 1069]",5057,4656,3541,1
"[13, 389, 5057, 4656, 3613, 3083, 3973]",5057,4656,3613,1
"[13, 389, 5057, 4656, 3637, 1135, 1453]",5057,4656,3637,1
"[13, 389, 5057, 4656, 3673, 3049, 3865]",5057,4656,3673,1
"[13, 389, 5057, 4656, 3697, 3431, 4321]",5057,4656,3697,1
"[13, 389, 5057, 4656, 3709, 3662, 4597]",5057,4656,3709,1
"[13, 389, 5057, 4656, 3733, 3551, 4429]",5057,4656,3733,1
"[13, 389, 5057, 4656, 3769, 2507, 3097]",5057,4656,3769,1
"[13, 389, 5057, 4656, 3793, 2347, 2881]",5057,4656,3793,1
"[13, 389, 5057, 4656, 3853, 547, 661]",5057,4656,3853,1
"[13, 389, 5057, 4656, 3877, 2369, 2845]",5057,4656,3877,1
"[13, 389, 5057, 4656, 3889, 3529, 4225]",5057,4656,3889,1
"[13, 389, 5057, 4656, 4021, 2001, 2317]",5057,4656,4021,1
"[13, 389, 5057, 4656, 4057, 1402, 1609]",5057,4656,4057,1
"[13, 389, 5057, 4656, 4093, 3366, 3829]",5057,4656,4093,1
"[13, 389, 5057, 4656, 4129, 1661, 1873]",5057,4656,4129,1
"[13, 389, 5057, 4656, 4153, 322, 361]",5057,4656,4153,1
"[13, 389, 5057, 4656, 4177, 1465, 1633]",5057,4656,4177,1
"[13, 389, 5057, 4656, 4201, 1625, 1801]",5057,4656,4201,1
"[13, 389, 5057, 4656, 4261, 2384, 2605]",5057,4656,4261,1
"[13, 389, 5057, 4656, 4273, 926, 1009]",5057,4656,4273,1
"[13, 389, 5057, 4656, 4297, 3124, 3385]",5057,4656,4297,1
"[13, 389, 5057, 4656, 4357, 102, 109]",5057,4656,4357,1
"[13, 389, 5057, 4656, 4441, 1260, 1321]",5057,4656,4441,1
"[13, 389, 5057, 4656, 4513, 1862, 1921]",5057,4656,4513,1
"[13, 389, 5057, 4656, 4549, 3061, 3133]",5057,4656,4549,1
"[13, 389, 5057, 4656, 4561, 48, 49]",5057,4656,4561,1
"[13, 389, 5057, 4656, 4597, 3662, 3709]",5057,4656,4597,1
"[13, 389, 5057, 4656, 4621, 132, 133]",5057,4656,4621,1
"[13, 389, 5057, 4656, 4729, 2073, 2041]",5057,4656,4729,1
"[13, 389, 5057, 4656, 4789, 4753, 4621]",5057,4656,4789,1
"[13, 389, 5057, 4656, 4801, 298, 289]",5057,4656,4801,1
"[13, 389, 5057, 4656, 4813, 981, 949]",5057,4656,4813,1
"[13, 389, 5057, 4656, 4861, 3296, 3157]",5057,4656,4861,1
"[13, 389, 5057, 4656, 4909, 1203, 1141]",5057,4656,4909,1
"[13, 389, 5057, 4656, 4933, 2048, 1933]",5057,4656,4933,1
"[13, 389, 5057, 4656, 4957, 1828, 1717]",5057,4656,4957,1
"[13, 389, 5057, 4656, 4969, 4842, 4537]",5057,4656,4969,1
"[13, 389, 5057, 4656, 4993, 3141, 2929]",5057,4656,4993,1
"[13, 389, 5057, 4656, 5077, 1218, 1117]",5057,4656,5077,1
"[13, 389, 5057, 4656, 5101, 619, 565]",5057,4656,5101,1
"[13, 389, 5057, 4656, 5113, 3032, 2761]",5057,4656,5113,1
"[13, 389, 5057, 4656, 5197, 1220, 1093]",5057,4656,5197,1
"[13, 389, 5057, 4656, 5209, 1639, 1465]",5057,4656,5209,1
"[13, 389, 5057, 4656, 5233, 4317, 3841]",5057,4656,5233,1
"[13, 389, 5057, 4656, 5281, 1090, 961]",5057,4656,5281,1
"[13, 389, 5057, 4656, 5413, 1187, 1021]",5057,4656,5413,1
"[13, 389, 5057, 4656, 5437, 5256, 4501]",5057,4656,5437,1
"[13, 389, 5057, 4656, 5449, 3793, 3241]",5057,4656,5449,1
"[13, 389, 5057, 4656, 5521, 4270, 3601]",5057,4656,5521,1
"[13, 389, 5057, 4656, 5557, 1104, 925]",5057,4656,5557,1
"[13, 389, 5057, 4656, 5569, 3733, 3121]",5057,4656,5569,1
"[13, 389, 5057, 4656, 5581, 1080, 901]",5057,4656,5581,1
"[13, 389, 5057, 4656, 5641, 1426, 1177]",5057,4656,5641,1
"[13, 389, 5057, 4656, 5653, 5086, 4189]",5057,4656,5653,1
"[13, 389, 5057, 4656, 5689, 5309, 4345]",5057,4656,5689,1
"[13, 389, 5057, 4656, 5701, 4659, 3805]",5057,4656,5701,1
"[13, 389, 5057, 4656, 5737, 2160, 1753]",5057,4656,5737,1
"[13, 389, 5057, 4656, 5749, 668, 541]",5057,4656,5749,1
"[13, 389, 5057, 4656, 5857, 3443, 2737]",5057,4656,5857,1
"[13, 389, 5057, 4656, 5869, 4282, 3397]",5057,4656,5869,1
"[13, 389, 5057, 4656, 5881, 4700, 3721]",5057,4656,5881,1
"[13, 389, 5057, 4656, 5953, 4420, 3457]",5057,4656,5953,1
"[13, 389, 5057, 4656, 6037, 2942, 2269]",5057,4656,6037,1
"[13, 389, 5057, 4656, 6073, 6043, 4633]",5057,4656,6073,1
"[13, 389, 5057, 4656, 6121, 727, 553]",5057,4656,6121,1
"[13, 389, 5057, 4656, 6133, 4443, 3373]",5057,4656,6133,1
"[13, 389, 5057, 4656, 6217, 2533, 1897]",5057,4656,6217,1
"[13, 389, 5057, 4656, 6229, 3164, 2365]",5057,4656,6229,1
"[13, 389, 5057, 4656, 6277, 2153, 1597]",5057,4656,6277,1
"[13, 389, 5057, 4656, 6301, 1739, 1285]",5057,4656,6301,1
"[13, 389, 5057, 4656, 6337, 524, 385]",5057,4656,6337,1
"[13, 389, 5057, 4656, 6361, 6264, 4585]",5057,4656,6361,1
"[13, 389, 5057, 4656, 6373, 412, 301]",5057,4656,6373,1
"[13, 389, 5057, 4656, 6397, 3678, 2677]",5057,4656,6397,1
"[13, 389, 5057, 4656, 6421, 2070, 1501]",5057,4656,6421,1
"[13, 389, 5057, 4656, 6469, 2619, 1885]",5057,4656,6469,1
"[13, 389, 5057, 4656, 6481, 3743, 2689]",5057,4656,6481,1
"[13, 389, 5057, 4656, 6529, 5790, 4129]",5057,4656,6529,1
"[13, 389, 5057, 4656, 6553, 2197, 1561]",5057,4656,6553,1
"[13, 389, 5057, 4656, 6577, 6375, 4513]",5057,4656,6577,1
"[13, 389, 5057, 4656, 6637, 2037, 1429]",5057,4656,6637,1
"[13, 389, 5057, 4656, 6661, 1392, 973]",5057,4656,6661,1
"[13, 389, 5057, 4656, 6673, 4817, 3361]",5057,4656,6673,1
"[13, 389, 5057, 4656, 6709, 2647, 1837]",5057,4656,6709,1
"[13, 389, 5057, 4656, 6733, 2830, 1957]",5057,4656,6733,1
"[13, 389, 5057, 4656, 6781, 5996, 4117]",5057,4656,6781,1
"[13, 389, 5057, 4656, 6793, 1227, 841]",5057,4656,6793,1
"[13, 389, 5057, 4656, 6829, 4560, 3109]",5057,4656,6829,1
"[13, 389, 5057, 4656, 6841, 6243, 4249]",5057,4656,6841,1
"[13, 389, 5057, 4656, 6949, 3673, 2461]",5057,4656,6949,1
"[13, 389, 5057, 4656, 6961, 5599, 3745]",5057,4656,6961,1
"[13, 389, 5057, 4656, 6997, 6728, 4477]",5057,4656,6997,1
"[13, 389, 5057, 4656, 7057, 6622, 4369]",5057,4656,7057,1
"[13, 389, 5057, 4656, 7069, 4283, 2821]",5057,4656,7069,1
"[13, 389, 5057, 4656, 7129, 4007, 2617]",5057,4656,7129,1
"[13, 389, 5057, 4656, 7177, 3886, 2521]",5057,4656,7177,1
"[13, 389, 5057, 4656, 7213, 3701, 2389]",5057,4656,7213,1
"[13, 389, 5057, 4656, 7237, 5392, 3469]",5057,4656,7237,1
"[13, 389, 5057, 4656, 7297, 3462, 2209]",5057,4656,7297,1
"[13, 389, 5057, 4656, 7309, 2620, 1669]",5057,4656,7309,1
"[13, 389, 5057, 4656, 7321, 945, 601]",5057,4656,7321,1
"[13, 389, 5057, 4656, 7333, 2742, 1741]",5057,4656,7333,1
"[13, 389, 5057, 4656, 7369, 6345, 4009]",5057,4656,7369,1
"[13, 389, 5057, 4656, 7393, 1907, 1201]",5057,4656,7393,1
"[13, 389, 5057, 4656, 7417, 728, 457]",5057,4656,7417,1
"[13, 389, 5057, 4656, 7477, 3875, 2413]",5057,4656,7477,1
"[13, 389, 5057, 4656, 7489, 2395, 1489]",5057,4656,7489,1
"[13, 389, 5057, 4656, 7537, 6140, 3793]",5057,4656,7537,1
"[13, 389, 5057, 4656, 7549, 4496, 2773]",5057,4656,7549,1
"[13, 389, 5057, 4656, 7561, 2457, 1513]",5057,4656,7561,1
"[13, 389, 5057, 4656, 7573, 7438, 4573]",5057,4656,7573,1
"[13, 389, 5057, 4656, 7621, 4971, 3037]",5057,4656,7621,1
"[13, 389, 5057, 4656, 7669, 4607, 2797]",5057,4656,7669,1
"[13, 389, 5057, 4656, 7681, 3565, 2161]",5057,4656,7681,1
"[13, 389, 5057, 4656, 7717, 658, 397]",5057,4656,7717,1
"[13, 389, 5057, 4656, 7741, 5568, 3349]",5057,4656,7741,1
"[13, 389, 5057, 4656, 7753, 6276, 3769]",5057,4656,7753,1
"[13, 389, 5057, 4656, 7789, 7610, 4549]",5057,4656,7789,1
"[13, 389, 5057, 4656, 7873, 1138, 673]",5057,4656,7873,1
"[13, 389, 5057, 4656, 7933, 4234, 2485]",5057,4656,7933,1
"[13, 389, 5057, 4656, 7993, 3339, 1945]",5057,4656,7993,1
"[13, 389, 5057, 4656, 8017, 3473, 2017]",5057,4656,8017,1
"[13, 389, 5057, 4656, 8053, 2098, 1213]",5057,4656,8053,1
"[13, 389, 5057, 4656, 8089, 377, 217]",5057,4656,8089,1
"[13, 389, 5057, 4656, 8101, 4783, 2749]",5057,4656,8101,1
"[13, 389, 5057, 4656, 8161, 5807, 3313]",5057,4656,8161,1
"[13, 389, 5057, 4656, 8209, 2456, 1393]",5057,4656,8209,1
"[13, 389, 5057, 4656, 8221, 5659, 3205]",5057,4656,8221,1
"[13, 389, 5057, 4656, 8233, 2930, 1657]",5057,4656,8233,1
"[13, 389, 5057, 4656, 8269, 7056, 3973]",5057,4656,8269,1
"[13, 389, 5057, 4656, 8293, 2588, 1453]",5057,4656,8293,1
"[13, 389, 5057, 4656, 8317, 1095, 613]",5057,4656,8317,1
"[13, 389, 5057, 4656, 8329, 6914, 3865]",5057,4656,8329,1
"[13, 389, 5057, 4656, 8353, 7752, 4321]",5057,4656,8353,1
"[13, 389, 5057, 4656, 8377, 2204, 1225]",5057,4656,8377,1
"[13, 389, 5057, 4656, 8389, 7980, 4429]",5057,4656,8389,1
"[13, 389, 5057, 4656, 8461, 1899, 1045]",5057,4656,8461,1
"[13, 389, 5057, 4656, 8521, 6722, 3673]",5057,4656,8521,1
"[13, 389, 5057, 4656, 8581, 7278, 3949]",5057,4656,8581,1
"[13, 389, 5057, 4656, 8629, 6696, 3613]",5057,4656,8629,1
"[13, 389, 5057, 4656, 8641, 2318, 1249]",5057,4656,8641,1
"[13, 389, 5057, 4656, 8677, 4318, 2317]",5057,4656,8677,1
"[13, 389, 5057, 4656, 8689, 4212, 2257]",5057,4656,8689,1
"[13, 389, 5057, 4656, 8713, 3011, 1609]",5057,4656,8713,1
"[13, 389, 5057, 4656, 8737, 6397, 3409]",5057,4656,8737,1
"[13, 389, 5057, 4656, 8761, 318, 169]",5057,4656,8761,1
"[13, 389, 5057, 4656, 8821, 8300, 4381]",5057,4656,8821,1
"[13, 389, 5057, 4656, 8893, 2271, 1189]",5057,4656,8893,1
"[13, 389, 5057, 4656, 8929, 1935, 1009]",5057,4656,8929,1
"[13, 389, 5057, 4656, 8941, 8459, 4405]",5057,4656,8941,1
"[13, 389, 5057, 4656, 9001, 1997, 1033]",5057,4656,9001,1
"[13, 389, 5057, 4656, 9013, 211, 109]",5057,4656,9013,1
"[13, 389, 5057, 4656, 9049, 4060, 2089]",5057,4656,9049,1
"[13, 389, 5057, 4656, 9109, 3500, 1789]",5057,4656,9109,1
"[13, 389, 5057, 4656, 9133, 4592, 2341]",5057,4656,9133,1
"[13, 389, 5057, 4656, 9157, 1536, 781]",5057,4656,9157,1
"[13, 389, 5057, 4656, 9181, 1682, 853]",5057,4656,9181,1
"[13, 389, 5057, 4656, 9241, 3384, 1705]",5057,4656,9241,1
"[13, 389, 5057, 4656, 9277, 265, 133]",5057,4656,9277,1
"[13, 389, 5057, 4656, 9337, 1494, 745]",5057,4656,9337,1
"[13, 389, 5057, 4656, 9349, 7833, 3901]",5057,4656,9349,1
"[13, 389, 5057, 4656, 9397, 995, 493]",5057,4656,9397,1
"[13, 389, 5057, 4656, 9421, 8816, 4357]",5057,4656,9421,1
"[13, 389, 5057, 4656, 9433, 5691, 2809]",5057,4656,9433,1
"[13, 389, 5057, 4656, 9601, 299, 145]",5057,4656,9601,1
"[13, 389, 5057, 4656, 9613, 3545, 1717]",5057,4656,9613,1
"[13, 389, 5057, 4656, 9649, 6070, 2929]",5057,4656,9649,1
"[13, 389, 5057, 4656, 9661, 8443, 4069]",5057,4656,9661,1
"[13, 389, 5057, 4656, 9697, 3501, 1681]",5057,4656,9697,1
"[13, 389, 5057, 4656, 9721, 7368, 3529]",5057,4656,9721,1
"[13, 389, 5057, 4656, 9733, 2335, 1117]",5057,4656,9733,1
"[13, 389, 5057, 4656, 9769, 5793, 2761]",5057,4656,9769,1
"[13, 389, 5057, 4656, 9781, 1439, 685]",5057,4656,9781,1
"[13, 389, 5057, 4656, 9817, 8048, 3817]",5057,4656,9817,1
"[13, 389, 5057, 4656, 9829, 3270, 1549]",5057,4656,9829,1
"[13, 389, 5057, 4656, 9901, 4774, 2245]",5057,4656,9901,1
"[13, 389, 5057, 4656, 9949, 1515, 709]",5057,4656,9949,1
"[13, 389, 5057, 4656, 9973, 8253, 3853]",5057,4656,9973,1
