"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[5, 541, 2705, 2160, 19081, 3189, 361]",2705,2160,19081,33
"[5, 541, 2705, 2160, 19801, 16510, 1801]",2705,2160,19801,33
"[5, 541, 2705, 2160, 20161, 13450, 1441]",2705,2160,20161,33
"[5, 541, 2705, 2160, 20341, 11875, 1261]",2705,2160,20341,33
"[5, 541, 2705, 2160, 21961, 18311, 1801]",2705,2160,21961,33
"[5, 541, 2705, 2160, 22501, 13136, 1261]",2705,2160,22501,33
"[5, 541, 2705, 2160, 22861, 9536, 901]",2705,2160,22861,33
"[5, 541, 2705, 2160, 23041, 7691, 721]",2705,2160,23041,33
"[5, 541, 2705, 2160, 23581, 1976, 181]",2705,2160,23581,33
"[5, 541, 2705, 2160, 24121, 20112, 1801]",2705,2160,24121,33
"[5, 541, 2705, 2160, 24481, 16332, 1441]",2705,2160,24481,33
"[5, 541, 2705, 2160, 25561, 4272, 361]",2705,2160,25561,33
"[5, 541, 2705, 2160, 25741, 2157, 181]",2705,2160,25741,33
"[5, 541, 2705, 2160, 26641, 17773, 1441]",2705,2160,26641,33
"[5, 541, 2705, 2160, 26821, 15658, 1261]",2705,2160,26821,33
"[5, 541, 2705, 2160, 27361, 9133, 721]",2705,2160,27361,33
"[5, 541, 2705, 2160, 27901, 2338, 181]",2705,2160,27901,33
"[5, 541, 2705, 2160, 29881, 4994, 361]",2705,2160,29881,33
"[5, 541, 2705, 2160, 33301, 19441, 1261]",2705,2160,33301,33
"[5, 541, 2705, 2160, 34381, 2881, 181]",2705,2160,34381,33
"[5, 541, 2705, 2160, 35281, 23537, 1441]",2705,2160,35281,33
"[5, 541, 2705, 2160, 35461, 20702, 1261]",2705,2160,35461,33
"[5, 541, 2705, 2160, 36541, 3062, 181]",2705,2160,36541,33
"[5, 541, 2705, 2160, 36901, 33843, 1981]",2705,2160,36901,33
"[5, 541, 2705, 2160, 37441, 24978, 1441]",2705,2160,37441,33
"[5, 541, 2705, 2160, 39241, 32719, 1801]",2705,2160,39241,33
"[5, 541, 2705, 2160, 41221, 37805, 1981]",2705,2160,41221,33
"[5, 541, 2705, 2160, 41761, 27860, 1441]",2705,2160,41761,33
"[5, 541, 2705, 2160, 41941, 24485, 1261]",2705,2160,41941,33
"[5, 541, 2705, 2160, 42841, 7160, 361]",2705,2160,42841,33
"[5, 541, 2705, 2160, 44101, 25746, 1261]",2705,2160,44101,33
"[5, 541, 2705, 2160, 44641, 14901, 721]",2705,2160,44641,33
"[5, 541, 2705, 2160, 45181, 3786, 181]",2705,2160,45181,33
"[5, 541, 2705, 2160, 45541, 41767, 1981]",2705,2160,45541,33
"[5, 541, 2705, 2160, 46261, 27007, 1261]",2705,2160,46261,33
"[5, 541, 2705, 2160, 47161, 7882, 361]",2705,2160,47161,33
"[5, 541, 2705, 2160, 47701, 43748, 1981]",2705,2160,47701,33
"[5, 541, 2705, 2160, 47881, 39923, 1801]",2705,2160,47881,33
"[5, 541, 2705, 2160, 48781, 20348, 901]",2705,2160,48781,33
"[5, 541, 2705, 2160, 50581, 29529, 1261]",2705,2160,50581,33
"[5, 541, 2705, 2160, 51481, 8604, 361]",2705,2160,51481,33
"[5, 541, 2705, 2160, 52021, 47710, 1981]",2705,2160,52021,33
"[5, 541, 2705, 2160, 52201, 43525, 1801]",2705,2160,52201,33
"[5, 541, 2705, 2160, 52561, 35065, 1441]",2705,2160,52561,33
"[5, 541, 2705, 2160, 53101, 22150, 901]",2705,2160,53101,33
"[5, 541, 2705, 2160, 53281, 17785, 721]",2705,2160,53281,33
"[5, 541, 2705, 2160, 54181, 49691, 1981]",2705,2160,54181,33
"[5, 541, 2705, 2160, 54361, 45326, 1801]",2705,2160,54361,33
"[5, 541, 2705, 2160, 54721, 36506, 1441]",2705,2160,54721,33
"[5, 541, 2705, 2160, 55441, 18506, 721]",2705,2160,55441,33
"[5, 541, 2705, 2160, 57601, 19227, 721]",2705,2160,57601,33
"[5, 541, 2705, 2160, 59221, 34573, 1261]",2705,2160,59221,33
"[5, 541, 2705, 2160, 59581, 24853, 901]",2705,2160,59581,33
"[5, 541, 2705, 2160, 60661, 55634, 1981]",2705,2160,60661,33
"[5, 541, 2705, 2160, 61381, 35834, 1261]",2705,2160,61381,33
"[5, 541, 2705, 2160, 63361, 42270, 1441]",2705,2160,63361,33
"[5, 541, 2705, 2160, 63541, 37095, 1261]",2705,2160,63541,33
"[5, 541, 2705, 2160, 63901, 26655, 901]",2705,2160,63901,33
"[5, 541, 2705, 2160, 64081, 21390, 721]",2705,2160,64081,33
"[5, 541, 2705, 2160, 64621, 5415, 181]",2705,2160,64621,33
"[5, 541, 2705, 2160, 65521, 43711, 1441]",2705,2160,65521,33
"[5, 541, 2705, 2160, 271, 34, 271]",2705,2160,271,30
"[5, 541, 2705, 2160, 811, 710, 1891]",2705,2160,811,30
"[5, 541, 2705, 2160, 2971, 2601, 1891]",2705,2160,2971,30
"[5, 541, 2705, 2160, 3511, 2196, 1351]",2705,2160,3511,30
"[5, 541, 2705, 2160, 4051, 1521, 811]",2705,2160,4051,30
"[5, 541, 2705, 2160, 4591, 576, 271]",2705,2160,4591,30
"[5, 541, 2705, 2160, 6211, 2332, 811]",2705,2160,6211,30
"[5, 541, 2705, 2160, 10531, 3954, 811]",2705,2160,10531,30
"[5, 541, 2705, 2160, 11071, 1389, 271]",2705,2160,11071,30
"[5, 541, 2705, 2160, 14851, 5576, 811]",2705,2160,14851,30
"[5, 541, 2705, 2160, 15391, 1931, 271]",2705,2160,15391,30
"[5, 541, 2705, 2160, 17011, 6387, 811]",2705,2160,17011,30
"[5, 541, 2705, 2160, 17551, 2202, 271]",2705,2160,17551,30
"[5, 541, 2705, 2160, 21871, 2744, 271]",2705,2160,21871,30
"[5, 541, 2705, 2160, 24571, 21511, 1891]",2705,2160,24571,30
"[5, 541, 2705, 2160, 25111, 15706, 1351]",2705,2160,25111,30
"[5, 541, 2705, 2160, 26731, 23402, 1891]",2705,2160,26731,30
"[5, 541, 2705, 2160, 27271, 17057, 1351]",2705,2160,27271,30
"[5, 541, 2705, 2160, 28351, 3557, 271]",2705,2160,28351,30
"[5, 541, 2705, 2160, 31051, 27184, 1891]",2705,2160,31051,30
"[5, 541, 2705, 2160, 33211, 29075, 1891]",2705,2160,33211,30
"[5, 541, 2705, 2160, 33751, 21110, 1351]",2705,2160,33751,30
"[5, 541, 2705, 2160, 35911, 22461, 1351]",2705,2160,35911,30
"[5, 541, 2705, 2160, 36451, 13686, 811]",2705,2160,36451,30
"[5, 541, 2705, 2160, 38611, 14497, 811]",2705,2160,38611,30
"[5, 541, 2705, 2160, 40231, 25163, 1351]",2705,2160,40231,30
"[5, 541, 2705, 2160, 40771, 15308, 811]",2705,2160,40771,30
"[5, 541, 2705, 2160, 41851, 36639, 1891]",2705,2160,41851,30
"[5, 541, 2705, 2160, 42391, 26514, 1351]",2705,2160,42391,30
"[5, 541, 2705, 2160, 45631, 5725, 271]",2705,2160,45631,30
"[5, 541, 2705, 2160, 46171, 40421, 1891]",2705,2160,46171,30
"[5, 541, 2705, 2160, 47251, 17741, 811]",2705,2160,47251,30
"[5, 541, 2705, 2160, 47791, 5996, 271]",2705,2160,47791,30
"[5, 541, 2705, 2160, 48871, 30567, 1351]",2705,2160,48871,30
"[5, 541, 2705, 2160, 49411, 18552, 811]",2705,2160,49411,30
"[5, 541, 2705, 2160, 51031, 31918, 1351]",2705,2160,51031,30
"[5, 541, 2705, 2160, 53731, 20174, 811]",2705,2160,53731,30
"[5, 541, 2705, 2160, 55351, 34620, 1351]",2705,2160,55351,30
"[5, 541, 2705, 2160, 56431, 7080, 271]",2705,2160,56431,30
"[5, 541, 2705, 2160, 59671, 37322, 1351]",2705,2160,59671,30
"[5, 541, 2705, 2160, 61291, 53658, 1891]",2705,2160,61291,30
"[5, 541, 2705, 2160, 65071, 8164, 271]",2705,2160,65071,30
"[5, 541, 2705, 2160, 109, 60, 1189]",2705,2160,109,20
"[5, 541, 2705, 2160, 433, 260, 1297]",2705,2160,433,20
"[5, 541, 2705, 2160, 757, 341, 973]",2705,2160,757,20
"[5, 541, 2705, 2160, 1297, 260, 433]",2705,2160,1297,20
"[5, 541, 2705, 2160, 2053, 1746, 1837]",2705,2160,2053,20
"[5, 541, 2705, 2160, 2269, 1249, 1189]",2705,2160,2269,20
"[5, 541, 2705, 2160, 2377, 1665, 1513]",2705,2160,2377,20
"[5, 541, 2705, 2160, 2593, 1557, 1297]",2705,2160,2593,20
"[5, 541, 2705, 2160, 2917, 1314, 973]",2705,2160,2917,20
"[5, 541, 2705, 2160, 3457, 693, 433]",2705,2160,3457,20
"[5, 541, 2705, 2160, 3673, 369, 217]",2705,2160,3673,20
"[5, 541, 2705, 2160, 3889, 3113, 1729]",2705,2160,3889,20
"[5, 541, 2705, 2160, 4969, 1493, 649]",2705,2160,4969,20
"[5, 541, 2705, 2160, 5077, 2287, 973]",2705,2160,5077,20
"[5, 541, 2705, 2160, 6373, 5420, 1837]",2705,2160,6373,20
"[5, 541, 2705, 2160, 7129, 2142, 649]",2705,2160,7129,20
"[5, 541, 2705, 2160, 7237, 3260, 973]",2705,2160,7237,20
"[5, 541, 2705, 2160, 7669, 387, 109]",2705,2160,7669,20
"[5, 541, 2705, 2160, 7993, 803, 217]",2705,2160,7993,20
"[5, 541, 2705, 2160, 8209, 6571, 1729]",2705,2160,8209,20
"[5, 541, 2705, 2160, 8317, 7905, 2053]",2705,2160,8317,20
"[5, 541, 2705, 2160, 9397, 4233, 973]",2705,2160,9397,20
"[5, 541, 2705, 2160, 9613, 3369, 757]",2705,2160,9613,20
"[5, 541, 2705, 2160, 9829, 496, 109]",2705,2160,9829,20
"[5, 541, 2705, 2160, 10369, 8300, 1729]",2705,2160,10369,20
"[5, 541, 2705, 2160, 10477, 9958, 2053]",2705,2160,10477,20
"[5, 541, 2705, 2160, 10909, 6005, 1189]",2705,2160,10909,20
"[5, 541, 2705, 2160, 12097, 2425, 433]",2705,2160,12097,20
"[5, 541, 2705, 2160, 12637, 12011, 2053]",2705,2160,12637,20
"[5, 541, 2705, 2160, 12853, 10931, 1837]",2705,2160,12853,20
"[5, 541, 2705, 2160, 13177, 9230, 1513]",2705,2160,13177,20
"[5, 541, 2705, 2160, 13933, 4883, 757]",2705,2160,13933,20
"[5, 541, 2705, 2160, 14149, 714, 109]",2705,2160,14149,20
"[5, 541, 2705, 2160, 14797, 14064, 2053]",2705,2160,14797,20
"[5, 541, 2705, 2160, 15013, 12768, 1837]",2705,2160,15013,20
"[5, 541, 2705, 2160, 15877, 7152, 973]",2705,2160,15877,20
"[5, 541, 2705, 2160, 16417, 3291, 433]",2705,2160,16417,20
"[5, 541, 2705, 2160, 16633, 1671, 217]",2705,2160,16633,20
"[5, 541, 2705, 2160, 17389, 9572, 1189]",2705,2160,17389,20
"[5, 541, 2705, 2160, 17497, 12256, 1513]",2705,2160,17497,20
"[5, 541, 2705, 2160, 17713, 10636, 1297]",2705,2160,17713,20
"[5, 541, 2705, 2160, 17929, 5387, 649]",2705,2160,17929,20
"[5, 541, 2705, 2160, 18253, 6397, 757]",2705,2160,18253,20
"[5, 541, 2705, 2160, 18793, 1888, 217]",2705,2160,18793,20
"[5, 541, 2705, 2160, 19009, 15216, 1729]",2705,2160,19009,20
"[5, 541, 2705, 2160, 19333, 16442, 1837]",2705,2160,19333,20
"[5, 541, 2705, 2160, 20089, 6036, 649]",2705,2160,20089,20
"[5, 541, 2705, 2160, 21169, 16945, 1729]",2705,2160,21169,20
"[5, 541, 2705, 2160, 21277, 20223, 2053]",2705,2160,21277,20
"[5, 541, 2705, 2160, 21493, 18279, 1837]",2705,2160,21493,20
"[5, 541, 2705, 2160, 21817, 15282, 1513]",2705,2160,21817,20
"[5, 541, 2705, 2160, 22573, 7911, 757]",2705,2160,22573,20
"[5, 541, 2705, 2160, 23869, 13139, 1189]",2705,2160,23869,20
"[5, 541, 2705, 2160, 23977, 16795, 1513]",2705,2160,23977,20
"[5, 541, 2705, 2160, 24517, 11044, 973]",2705,2160,24517,20
"[5, 541, 2705, 2160, 24733, 8668, 757]",2705,2160,24733,20
"[5, 541, 2705, 2160, 25057, 5023, 433]",2705,2160,25057,20
"[5, 541, 2705, 2160, 26029, 14328, 1189]",2705,2160,26029,20
"[5, 541, 2705, 2160, 26893, 9425, 757]",2705,2160,26893,20
"[5, 541, 2705, 2160, 27109, 1368, 109]",2705,2160,27109,20
"[5, 541, 2705, 2160, 28297, 19821, 1513]",2705,2160,28297,20
"[5, 541, 2705, 2160, 28513, 17121, 1297]",2705,2160,28513,20
"[5, 541, 2705, 2160, 28729, 8632, 649]",2705,2160,28729,20
"[5, 541, 2705, 2160, 28837, 12990, 973]",2705,2160,28837,20
"[5, 541, 2705, 2160, 29269, 1477, 109]",2705,2160,29269,20
"[5, 541, 2705, 2160, 29917, 28435, 2053]",2705,2160,29917,20
"[5, 541, 2705, 2160, 30133, 25627, 1837]",2705,2160,30133,20
"[5, 541, 2705, 2160, 32077, 30488, 2053]",2705,2160,32077,20
"[5, 541, 2705, 2160, 32833, 19715, 1297]",2705,2160,32833,20
"[5, 541, 2705, 2160, 33049, 9930, 649]",2705,2160,33049,20
"[5, 541, 2705, 2160, 33589, 1695, 109]",2705,2160,33589,20
"[5, 541, 2705, 2160, 34129, 27319, 1729]",2705,2160,34129,20
"[5, 541, 2705, 2160, 35317, 15909, 973]",2705,2160,35317,20
"[5, 541, 2705, 2160, 35533, 12453, 757]",2705,2160,35533,20
"[5, 541, 2705, 2160, 36073, 3624, 217]",2705,2160,36073,20
"[5, 541, 2705, 2160, 37369, 11228, 649]",2705,2160,37369,20
"[5, 541, 2705, 2160, 37693, 13210, 757]",2705,2160,37693,20
"[5, 541, 2705, 2160, 38449, 30777, 1729]",2705,2160,38449,20
"[5, 541, 2705, 2160, 38557, 36647, 2053]",2705,2160,38557,20
"[5, 541, 2705, 2160, 39097, 27386, 1513]",2705,2160,39097,20
"[5, 541, 2705, 2160, 39313, 23606, 1297]",2705,2160,39313,20
"[5, 541, 2705, 2160, 40177, 8054, 433]",2705,2160,40177,20
"[5, 541, 2705, 2160, 40609, 32506, 1729]",2705,2160,40609,20
"[5, 541, 2705, 2160, 40933, 34812, 1837]",2705,2160,40933,20
"[5, 541, 2705, 2160, 41149, 22651, 1189]",2705,2160,41149,20
"[5, 541, 2705, 2160, 41257, 28899, 1513]",2705,2160,41257,20
"[5, 541, 2705, 2160, 42013, 14724, 757]",2705,2160,42013,20
"[5, 541, 2705, 2160, 42337, 8487, 433]",2705,2160,42337,20
"[5, 541, 2705, 2160, 43093, 36649, 1837]",2705,2160,43093,20
"[5, 541, 2705, 2160, 43633, 26200, 1297]",2705,2160,43633,20
"[5, 541, 2705, 2160, 44389, 2240, 109]",2705,2160,44389,20
"[5, 541, 2705, 2160, 44497, 8920, 433]",2705,2160,44497,20
"[5, 541, 2705, 2160, 46549, 2349, 109]",2705,2160,46549,20
"[5, 541, 2705, 2160, 47629, 26218, 1189]",2705,2160,47629,20
"[5, 541, 2705, 2160, 47737, 33438, 1513]",2705,2160,47737,20
"[5, 541, 2705, 2160, 48817, 9786, 433]",2705,2160,48817,20
"[5, 541, 2705, 2160, 49033, 4926, 217]",2705,2160,49033,20
"[5, 541, 2705, 2160, 49789, 27407, 1189]",2705,2160,49789,20
"[5, 541, 2705, 2160, 50329, 15122, 649]",2705,2160,50329,20
"[5, 541, 2705, 2160, 51193, 5143, 217]",2705,2160,51193,20
"[5, 541, 2705, 2160, 51517, 48965, 2053]",2705,2160,51517,20
"[5, 541, 2705, 2160, 51949, 28596, 1189]",2705,2160,51949,20
"[5, 541, 2705, 2160, 52057, 36464, 1513]",2705,2160,52057,20
"[5, 541, 2705, 2160, 52489, 15771, 649]",2705,2160,52489,20
"[5, 541, 2705, 2160, 52813, 18509, 757]",2705,2160,52813,20
"[5, 541, 2705, 2160, 53353, 5360, 217]",2705,2160,53353,20
"[5, 541, 2705, 2160, 53569, 42880, 1729]",2705,2160,53569,20
"[5, 541, 2705, 2160, 54217, 37977, 1513]",2705,2160,54217,20
"[5, 541, 2705, 2160, 54973, 19266, 757]",2705,2160,54973,20
"[5, 541, 2705, 2160, 55837, 53071, 2053]",2705,2160,55837,20
"[5, 541, 2705, 2160, 56053, 47671, 1837]",2705,2160,56053,20
"[5, 541, 2705, 2160, 56269, 30974, 1189]",2705,2160,56269,20
"[5, 541, 2705, 2160, 56377, 39490, 1513]",2705,2160,56377,20
"[5, 541, 2705, 2160, 56809, 17069, 649]",2705,2160,56809,20
"[5, 541, 2705, 2160, 57349, 2894, 109]",2705,2160,57349,20
"[5, 541, 2705, 2160, 57457, 11518, 433]",2705,2160,57457,20
"[5, 541, 2705, 2160, 58537, 41003, 1513]",2705,2160,58537,20
"[5, 541, 2705, 2160, 59077, 26612, 973]",2705,2160,59077,20
"[5, 541, 2705, 2160, 59509, 3003, 109]",2705,2160,59509,20
"[5, 541, 2705, 2160, 59617, 11951, 433]",2705,2160,59617,20
"[5, 541, 2705, 2160, 59833, 6011, 217]",2705,2160,59833,20
"[5, 541, 2705, 2160, 60373, 51345, 1837]",2705,2160,60373,20
"[5, 541, 2705, 2160, 60589, 33352, 1189]",2705,2160,60589,20
"[5, 541, 2705, 2160, 60913, 36576, 1297]",2705,2160,60913,20
"[5, 541, 2705, 2160, 61129, 18367, 649]",2705,2160,61129,20
"[5, 541, 2705, 2160, 62533, 53182, 1837]",2705,2160,62533,20
"[5, 541, 2705, 2160, 63073, 37873, 1297]",2705,2160,63073,20
"[5, 541, 2705, 2160, 63397, 28558, 973]",2705,2160,63397,20
"[5, 541, 2705, 2160, 64153, 6445, 217]",2705,2160,64153,20
"[5, 541, 2705, 2160, 64693, 55019, 1837]",2705,2160,64693,20
"[5, 541, 2705, 2160, 65449, 19665, 649]",2705,2160,65449,20
"[5, 541, 2705, 2160, 61, 39, 1381]",2705,2160,61,11
"[5, 541, 2705, 2160, 241, 134, 1201]",2705,2160,241,11
"[5, 541, 2705, 2160, 421, 199, 1021]",2705,2160,421,11
"[5, 541, 2705, 2160, 601, 234, 841]",2705,2160,601,11
"[5, 541, 2705, 2160, 661, 239, 781]",2705,2160,661,11
"[5, 541, 2705, 2160, 1021, 199, 421]",2705,2160,1021,11
"[5, 541, 2705, 2160, 1201, 134, 241]",2705,2160,1201,11
"[5, 541, 2705, 2160, 1321, 74, 121]",2705,2160,1321,11
"[5, 541, 2705, 2160, 1381, 39, 61]",2705,2160,1381,11
"[5, 541, 2705, 2160, 1741, 1500, 1861]",2705,2160,1741,11
"[5, 541, 2705, 2160, 1861, 1500, 1741]",2705,2160,1861,11
"[5, 541, 2705, 2160, 2221, 1420, 1381]",2705,2160,2221,11
"[5, 541, 2705, 2160, 2281, 1395, 1321]",2705,2160,2281,11
"[5, 541, 2705, 2160, 3001, 835, 601]",2705,2160,3001,11
"[5, 541, 2705, 2160, 3121, 695, 481]",2705,2160,3121,11
"[5, 541, 2705, 2160, 3181, 620, 421]",2705,2160,3181,11
"[5, 541, 2705, 2160, 3301, 460, 301]",2705,2160,3301,11
"[5, 541, 2705, 2160, 3361, 375, 241]",2705,2160,3361,11
"[5, 541, 2705, 2160, 3541, 100, 61]",2705,2160,3541,11
"[5, 541, 2705, 2160, 4021, 3241, 1741]",2705,2160,4021,11
"[5, 541, 2705, 2160, 4201, 3036, 1561]",2705,2160,4201,11
"[5, 541, 2705, 2160, 4261, 2961, 1501]",2705,2160,4261,11
"[5, 541, 2705, 2160, 4441, 2716, 1321]",2705,2160,4441,11
"[5, 541, 2705, 2160, 4561, 2536, 1201]",2705,2160,4561,11
"[5, 541, 2705, 2160, 4621, 2441, 1141]",2705,2160,4621,11
"[5, 541, 2705, 2160, 4801, 2136, 961]",2705,2160,4801,11
"[5, 541, 2705, 2160, 5101, 1561, 661]",2705,2160,5101,11
"[5, 541, 2705, 2160, 5281, 1176, 481]",2705,2160,5281,11
"[5, 541, 2705, 2160, 5521, 616, 241]",2705,2160,5521,11
"[5, 541, 2705, 2160, 5641, 316, 121]",2705,2160,5641,11
"[5, 541, 2705, 2160, 5701, 161, 61]",2705,2160,5701,11
"[5, 541, 2705, 2160, 5821, 5662, 2101]",2705,2160,5821,11
"[5, 541, 2705, 2160, 5881, 5557, 2041]",2705,2160,5881,11
"[5, 541, 2705, 2160, 6361, 4597, 1561]",2705,2160,6361,11
"[5, 541, 2705, 2160, 6421, 4462, 1501]",2705,2160,6421,11
"[5, 541, 2705, 2160, 6781, 3582, 1141]",2705,2160,6781,11
"[5, 541, 2705, 2160, 6961, 3097, 961]",2705,2160,6961,11
"[5, 541, 2705, 2160, 7321, 2037, 601]",2705,2160,7321,11
"[5, 541, 2705, 2160, 7621, 1062, 301]",2705,2160,7621,11
"[5, 541, 2705, 2160, 7681, 857, 241]",2705,2160,7681,11
"[5, 541, 2705, 2160, 8161, 7258, 1921]",2705,2160,8161,11
"[5, 541, 2705, 2160, 8221, 7083, 1861]",2705,2160,8221,11
"[5, 541, 2705, 2160, 8521, 6158, 1561]",2705,2160,8521,11
"[5, 541, 2705, 2160, 8581, 5963, 1501]",2705,2160,8581,11
"[5, 541, 2705, 2160, 8761, 5358, 1321]",2705,2160,8761,11
"[5, 541, 2705, 2160, 8941, 4723, 1141]",2705,2160,8941,11
"[5, 541, 2705, 2160, 9241, 3598, 841]",2705,2160,9241,11
"[5, 541, 2705, 2160, 9421, 2883, 661]",2705,2160,9421,11
"[5, 541, 2705, 2160, 9601, 2138, 481]",2705,2160,9601,11
"[5, 541, 2705, 2160, 9661, 1883, 421]",2705,2160,9661,11
"[5, 541, 2705, 2160, 9781, 1363, 301]",2705,2160,9781,11
"[5, 541, 2705, 2160, 10141, 9864, 2101]",2705,2160,10141,11
"[5, 541, 2705, 2160, 10321, 9179, 1921]",2705,2160,10321,11
"[5, 541, 2705, 2160, 10501, 8464, 1741]",2705,2160,10501,11
"[5, 541, 2705, 2160, 10861, 6944, 1381]",2705,2160,10861,11
"[5, 541, 2705, 2160, 11821, 2304, 421]",2705,2160,11821,11
"[5, 541, 2705, 2160, 11941, 1664, 301]",2705,2160,11941,11
