"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[89, 257, 22873, 22528, 2689, 1146, 9601]",22873,22528,2689,5.06
"[89, 257, 22873, 22528, 3457, 1984, 12929]",22873,22528,3457,5.06
"[89, 257, 22873, 22528, 4481, 2368, 11905]",22873,22528,4481,5.06
"[89, 257, 22873, 22528, 4993, 2979, 13441]",22873,22528,4993,5.06
"[89, 257, 22873, 22528, 6529, 6418, 22145]",22873,22528,6529,5.06
"[89, 257, 22873, 22528, 7297, 2944, 9089]",22873,22528,7297,5.06
"[89, 257, 22873, 22528, 9601, 1146, 2689]",22873,22528,9601,5.06
"[89, 257, 22873, 22528, 10369, 6540, 14209]",22873,22528,10369,5.06
"[89, 257, 22873, 22528, 11393, 6668, 13185]",22873,22528,11393,5.06
"[89, 257, 22873, 22528, 12161, 8914, 16513]",22873,22528,12161,5.06
"[89, 257, 22873, 22528, 13441, 2979, 4993]",22873,22528,13441,5.06
"[89, 257, 22873, 22528, 13697, 9106, 14977]",22873,22528,13697,5.06
"[89, 257, 22873, 22528, 15233, 13243, 19585]",22873,22528,15233,5.06
"[89, 257, 22873, 22528, 16001, 6092, 8577]",22873,22528,16001,5.06
"[89, 257, 22873, 22528, 18049, 13435, 16769]",22873,22528,18049,5.06
"[89, 257, 22873, 22528, 19073, 18532, 21889]",22873,22528,19073,5.06
"[89, 257, 22873, 22528, 19841, 4172, 4737]",22873,22528,19841,5.06
"[89, 257, 22873, 22528, 20353, 16769, 18561]",22873,22528,20353,5.06
"[89, 257, 22873, 22528, 21377, 16641, 17537]",22873,22528,21377,5.06
"[89, 257, 22873, 22528, 26497, 9787, 8321]",22873,22528,26497,5.06
"[89, 257, 22873, 22528, 28289, 23629, 18817]",22873,22528,28289,5.06
"[89, 257, 22873, 22528, 30593, 27987, 20609]",22873,22528,30593,5.06
"[89, 257, 22873, 22528, 31873, 27347, 19329]",22873,22528,31873,5.06
"[89, 257, 22873, 22528, 33409, 26387, 17793]",22873,22528,33409,5.06
"[89, 257, 22873, 22528, 35969, 7972, 4993]",22873,22528,35969,5.06
"[89, 257, 22873, 22528, 38273, 1089, 641]",22873,22528,38273,5.06
"[89, 257, 22873, 22528, 39041, 21075, 12161]",22873,22528,39041,5.06
"[89, 257, 22873, 22528, 40577, 30204, 16769]",22873,22528,40577,5.06
"[89, 257, 22873, 22528, 44417, 37605, 19073]",22873,22528,44417,5.06
"[89, 257, 22873, 22528, 45697, 31938, 15745]",22873,22528,45697,5.06
"[89, 257, 22873, 22528, 45953, 10707, 5249]",22873,22528,45953,5.06
"[89, 257, 22873, 22528, 49537, 26178, 11905]",22873,22528,49537,5.06
"[89, 257, 22873, 22528, 51329, 23042, 10113]",22873,22528,51329,5.06
"[89, 257, 22873, 22528, 52609, 39758, 17025]",22873,22528,52609,5.06
"[89, 257, 22873, 22528, 53377, 9404, 3969]",22873,22528,53377,5.06
"[89, 257, 22873, 22528, 53633, 38094, 16001]",22873,22528,53633,5.06
"[89, 257, 22873, 22528, 54401, 46676, 19329]",22873,22528,54401,5.06
"[89, 257, 22873, 22528, 55681, 19301, 7809]",22873,22528,55681,5.06
"[89, 257, 22873, 22528, 59009, 54653, 20865]",22873,22528,59009,5.06
"[89, 257, 22873, 22528, 60289, 52413, 19585]",22873,22528,60289,5.06
"[89, 257, 22873, 22528, 61057, 23246, 8577]",22873,22528,61057,5.06
"[89, 257, 22873, 22528, 62081, 20814, 7553]",22873,22528,62081,5.06
"[89, 257, 22873, 22528, 63617, 57475, 20353]",22873,22528,63617,5.06
"[89, 257, 22873, 22528, 89, 8, 2025]",22873,22528,89,3.49
"[89, 257, 22873, 22528, 617, 41, 1497]",22873,22528,617,3.49
"[89, 257, 22873, 22528, 1321, 707, 12057]",22873,22528,1321,3.49
"[89, 257, 22873, 22528, 2377, 1755, 16633]",22873,22528,2377,3.49
"[89, 257, 22873, 22528, 2729, 1290, 10649]",22873,22528,2729,3.49
"[89, 257, 22873, 22528, 3257, 649, 4489]",22873,22528,3257,3.49
"[89, 257, 22873, 22528, 3433, 3232, 21209]",22873,22528,3433,3.49
"[89, 257, 22873, 22528, 5897, 484, 1849]",22873,22528,5897,3.49
"[89, 257, 22873, 22528, 6073, 451, 1673]",22873,22528,6073,3.49
"[89, 257, 22873, 22528, 7129, 5542, 17513]",22873,22528,7129,3.49
"[89, 257, 22873, 22528, 7481, 88, 265]",22873,22528,7481,3.49
"[89, 257, 22873, 22528, 8009, 3911, 11001]",22873,22528,8009,3.49
"[89, 257, 22873, 22528, 8537, 6103, 16105]",22873,22528,8537,3.49
"[89, 257, 22873, 22528, 8713, 8339, 21561]",22873,22528,8713,3.49
"[89, 257, 22873, 22528, 9241, 1697, 4137]",22873,22528,9241,3.49
"[89, 257, 22873, 22528, 9769, 1565, 3609]",22873,22528,9769,3.49
"[89, 257, 22873, 22528, 11177, 1092, 2201]",22873,22528,11177,3.49
"[89, 257, 22873, 22528, 11353, 6697, 13289]",22873,22528,11353,3.49
"[89, 257, 22873, 22528, 12409, 3636, 6601]",22873,22528,12409,3.49
"[89, 257, 22873, 22528, 15401, 14018, 20505]",22873,22528,15401,3.49
"[89, 257, 22873, 22528, 16633, 1755, 2377]",22873,22528,16633,3.49
"[89, 257, 22873, 22528, 18041, 776, 969]",22873,22528,18041,3.49
"[89, 257, 22873, 22528, 18217, 14304, 17689]",22873,22528,18217,3.49
"[89, 257, 22873, 22528, 19273, 19048, 22265]",22873,22528,19273,3.49
"[89, 257, 22873, 22528, 19801, 4255, 4841]",22873,22528,19801,3.49
"[89, 257, 22873, 22528, 20681, 19147, 20857]",22873,22528,20681,3.49
"[89, 257, 22873, 22528, 20857, 19147, 20681]",22873,22528,20857,3.49
"[89, 257, 22873, 22528, 21737, 2803, 2905]",22873,22528,21737,3.49
"[89, 257, 22873, 22528, 22441, 13413, 13465]",22873,22528,22441,3.49
"[89, 257, 22873, 22528, 23321, 13028, 12585]",22873,22528,23321,3.49
"[89, 257, 22873, 22528, 23497, 18817, 18041]",22873,22528,23497,3.49
"[89, 257, 22873, 22528, 25609, 5303, 4665]",22873,22528,25609,3.49
"[89, 257, 22873, 22528, 26489, 17695, 15049]",22873,22528,26489,3.49
"[89, 257, 22873, 22528, 27017, 3906, 3257]",22873,22528,27017,3.49
"[89, 257, 22873, 22528, 29129, 16045, 12409]",22873,22528,29129,3.49
"[89, 257, 22873, 22528, 29833, 584, 441]",22873,22528,29833,3.49
"[89, 257, 22873, 22528, 30713, 14758, 10825]",22873,22528,30713,3.49
"[89, 257, 22873, 22528, 31769, 5834, 4137]",22873,22528,31769,3.49
"[89, 257, 22873, 22528, 32297, 5174, 3609]",22873,22528,32297,3.49
"[89, 257, 22873, 22528, 33353, 12118, 8185]",22873,22528,33353,3.49
"[89, 257, 22873, 22528, 33529, 11920, 8009]",22873,22528,33529,3.49
"[89, 257, 22873, 22528, 34057, 28338, 18745]",22873,22528,34057,3.49
"[89, 257, 22873, 22528, 35993, 35854, 22441]",22873,22528,35993,3.49
"[89, 257, 22873, 22528, 36697, 17060, 10473]",22873,22528,36697,3.49
"[89, 257, 22873, 22528, 37049, 25907, 15753]",22873,22528,37049,3.49
"[89, 257, 22873, 22528, 38281, 24675, 14521]",22873,22528,38281,3.49
"[89, 257, 22873, 22528, 39161, 4132, 2377]",22873,22528,39161,3.49
"[89, 257, 22873, 22528, 41801, 41313, 22265]",22873,22528,41801,3.49
"[89, 257, 22873, 22528, 43913, 17327, 8889]",22873,22528,43913,3.49
"[89, 257, 22873, 22528, 44089, 17052, 8713]",22873,22528,44089,3.49
"[89, 257, 22873, 22528, 44617, 38519, 19449]",22873,22528,44617,3.49
"[89, 257, 22873, 22528, 45497, 14753, 7305]",22873,22528,45497,3.49
"[89, 257, 22873, 22528, 45673, 3035, 1497]",22873,22528,45673,3.49
"[89, 257, 22873, 22528, 47609, 34779, 16457]",22873,22528,47609,3.49
"[89, 257, 22873, 22528, 48313, 9627, 4489]",22873,22528,48313,3.49
"[89, 257, 22873, 22528, 49193, 20179, 9241]",22873,22528,49193,3.49
"[89, 257, 22873, 22528, 49369, 44550, 20329]",22873,22528,49369,3.49
"[89, 257, 22873, 22528, 50777, 42647, 18921]",22873,22528,50777,3.49
"[89, 257, 22873, 22528, 51481, 15889, 6953]",22873,22528,51481,3.49
"[89, 257, 22873, 22528, 52009, 14833, 6425]",22873,22528,52009,3.49
"[89, 257, 22873, 22528, 52361, 1025, 441]",22873,22528,52361,3.49
"[89, 257, 22873, 22528, 52889, 13018, 5545]",22873,22528,52889,3.49
"[89, 257, 22873, 22528, 53593, 38313, 16105]",22873,22528,53593,3.49
"[89, 257, 22873, 22528, 54121, 37422, 15577]",22873,22528,54121,3.49
"[89, 257, 22873, 22528, 55001, 35882, 14697]",22873,22528,55001,3.49
"[89, 257, 22873, 22528, 55529, 34925, 14169]",22873,22528,55529,3.49
"[89, 257, 22873, 22528, 57641, 2029, 793]",22873,22528,57641,3.49
"[89, 257, 22873, 22528, 58169, 44311, 17161]",22873,22528,58169,3.49
"[89, 257, 22873, 22528, 59753, 26378, 9945]",22873,22528,59753,3.49
"[89, 257, 22873, 22528, 59929, 55952, 21033]",22873,22528,59929,3.49
"[89, 257, 22873, 22528, 60457, 55028, 20505]",22873,22528,60457,3.49
"[89, 257, 22873, 22528, 62921, 3198, 1145]",22873,22528,62921,3.49
"[89, 257, 22873, 22528, 63097, 2714, 969]",22873,22528,63097,3.49
"[89, 257, 22873, 22528, 63977, 16247, 5721]",22873,22528,63977,3.49
"[89, 257, 22873, 22528, 64153, 47867, 16809]",22873,22528,64153,3.49
"[89, 257, 22873, 22528, 65033, 29725, 10297]",22873,22528,65033,3.49
"[89, 257, 22873, 22528, 193, 51, 5953]",22873,22528,193,2.54
"[89, 257, 22873, 22528, 449, 236, 11841]",22873,22528,449,2.54
"[89, 257, 22873, 22528, 577, 300, 11713]",22873,22528,577,2.54
"[89, 257, 22873, 22528, 1217, 45, 833]",22873,22528,1217,2.54
"[89, 257, 22873, 22528, 1601, 323, 4545]",22873,22528,1601,2.54
"[89, 257, 22873, 22528, 2753, 1666, 13633]",22873,22528,2753,2.54
"[89, 257, 22873, 22528, 3137, 419, 3009]",22873,22528,3137,2.54
"[89, 257, 22873, 22528, 4289, 2693, 14145]",22873,22528,4289,2.54
"[89, 257, 22873, 22528, 4673, 1580, 7617]",22873,22528,4673,2.54
"[89, 257, 22873, 22528, 4801, 1596, 7489]",22873,22528,4801,2.54
"[89, 257, 22873, 22528, 5441, 4622, 19137]",22873,22528,5441,2.54
"[89, 257, 22873, 22528, 5569, 2674, 10817]",22873,22528,5569,2.54
"[89, 257, 22873, 22528, 5953, 51, 193]",22873,22528,5953,2.54
"[89, 257, 22873, 22528, 6977, 2914, 9409]",22873,22528,6977,2.54
"[89, 257, 22873, 22528, 7489, 1596, 4801]",22873,22528,7489,2.54
"[89, 257, 22873, 22528, 7873, 5838, 16705]",22873,22528,7873,2.54
"[89, 257, 22873, 22528, 8513, 3749, 9921]",22873,22528,8513,2.54
"[89, 257, 22873, 22528, 8641, 7684, 20033]",22873,22528,8641,2.54
"[89, 257, 22873, 22528, 9281, 6302, 15297]",22873,22528,9281,2.54
"[89, 257, 22873, 22528, 10177, 8356, 18497]",22873,22528,10177,2.54
"[89, 257, 22873, 22528, 10433, 860, 1857]",22873,22528,10433,2.54
"[89, 257, 22873, 22528, 11329, 3573, 7105]",22873,22528,11329,2.54
"[89, 257, 22873, 22528, 12097, 6702, 12481]",22873,22528,12097,2.54
"[89, 257, 22873, 22528, 13121, 12637, 21697]",22873,22528,13121,2.54
"[89, 257, 22873, 22528, 13249, 12685, 21569]",22873,22528,13249,2.54
"[89, 257, 22873, 22528, 13633, 1666, 2753]",22873,22528,13633,2.54
"[89, 257, 22873, 22528, 14401, 9124, 14273]",22873,22528,14401,2.54
"[89, 257, 22873, 22528, 14657, 13117, 20161]",22873,22528,14657,2.54
"[89, 257, 22873, 22528, 15809, 9028, 12865]",22873,22528,15809,2.54
"[89, 257, 22873, 22528, 15937, 13357, 18881]",22873,22528,15937,2.54
"[89, 257, 22873, 22528, 17729, 5390, 6849]",22873,22528,17729,2.54
"[89, 257, 22873, 22528, 19777, 18598, 21185]",22873,22528,19777,2.54
"[89, 257, 22873, 22528, 20161, 13117, 14657]",22873,22528,20161,2.54
"[89, 257, 22873, 22528, 20929, 3390, 3649]",22873,22528,20929,2.54
"[89, 257, 22873, 22528, 21313, 6964, 7361]",22873,22528,21313,2.54
"[89, 257, 22873, 22528, 21569, 12685, 13249]",22873,22528,21569,2.54
"[89, 257, 22873, 22528, 22721, 6004, 5953]",22873,22528,22721,2.54
"[89, 257, 22873, 22528, 23873, 15939, 15041]",22873,22528,23873,2.54
"[89, 257, 22873, 22528, 24001, 18070, 16961]",22873,22528,24001,2.54
"[89, 257, 22873, 22528, 25153, 24511, 21953]",22873,22528,25153,2.54
"[89, 257, 22873, 22528, 25409, 17542, 15553]",22873,22528,25409,2.54
"[89, 257, 22873, 22528, 25537, 3556, 3137]",22873,22528,25537,2.54
"[89, 257, 22873, 22528, 25793, 10333, 9025]",22873,22528,25793,2.54
"[89, 257, 22873, 22528, 26177, 24319, 20929]",22873,22528,26177,2.54
"[89, 257, 22873, 22528, 26561, 24223, 20545]",22873,22528,26561,2.54
"[89, 257, 22873, 22528, 27073, 1924, 1601]",22873,22528,27073,2.54
"[89, 257, 22873, 22528, 27329, 9085, 7489]",22873,22528,27329,2.54
"[89, 257, 22873, 22528, 28097, 13491, 10817]",22873,22528,28097,2.54
"[89, 257, 22873, 22528, 29633, 14902, 11329]",22873,22528,29633,2.54
"[89, 257, 22873, 22528, 29761, 28325, 21441]",22873,22528,29761,2.54
"[89, 257, 22873, 22528, 30529, 11363, 8385]",22873,22528,30529,2.54
"[89, 257, 22873, 22528, 32321, 9459, 6593]",22873,22528,32321,2.54
"[89, 257, 22873, 22528, 32833, 2893, 1985]",22873,22528,32833,2.54
"[89, 257, 22873, 22528, 33601, 20143, 13505]",22873,22528,33601,2.54
"[89, 257, 22873, 22528, 33857, 10678, 7105]",22873,22528,33857,2.54
"[89, 257, 22873, 22528, 34369, 685, 449]",22873,22528,34369,2.54
"[89, 257, 22873, 22528, 35393, 24837, 15809]",22873,22528,35393,2.54
"[89, 257, 22873, 22528, 35521, 24725, 15681]",22873,22528,35521,2.54
"[89, 257, 22873, 22528, 36161, 4419, 2753]",22873,22528,36161,2.54
"[89, 257, 22873, 22528, 36929, 23397, 14273]",22873,22528,36929,2.54
"[89, 257, 22873, 22528, 37057, 33374, 20289]",22873,22528,37057,2.54
"[89, 257, 22873, 22528, 37441, 16063, 9665]",22873,22528,37441,2.54
"[89, 257, 22873, 22528, 38593, 32126, 18753]",22873,22528,38593,2.54
"[89, 257, 22873, 22528, 38977, 38868, 22465]",22873,22528,38977,2.54
"[89, 257, 22873, 22528, 39233, 13711, 7873]",22873,22528,39233,2.54
"[89, 257, 22873, 22528, 40897, 118, 65]",22873,22528,40897,2.54
"[89, 257, 22873, 22528, 41281, 29438, 16065]",22873,22528,41281,2.54
"[89, 257, 22873, 22528, 42433, 16517, 8769]",22873,22528,42433,2.54
"[89, 257, 22873, 22528, 42689, 27774, 14657]",22873,22528,42689,2.54
"[89, 257, 22873, 22528, 43201, 34980, 18241]",22873,22528,43201,2.54
"[89, 257, 22873, 22528, 43457, 7039, 3649]",22873,22528,43457,2.54
"[89, 257, 22873, 22528, 43969, 14117, 7233]",22873,22528,43969,2.54
"[89, 257, 22873, 22528, 45121, 36791, 18369]",22873,22528,45121,2.54
"[89, 257, 22873, 22528, 45377, 11733, 5825]",22873,22528,45377,2.54
"[89, 257, 22873, 22528, 46273, 1711, 833]",22873,22528,46273,2.54
"[89, 257, 22873, 22528, 47041, 21518, 10305]",22873,22528,47041,2.54
"[89, 257, 22873, 22528, 47297, 46896, 22337]",22873,22528,47297,2.54
"[89, 257, 22873, 22528, 47681, 46464, 21953]",22873,22528,47681,2.54
"[89, 257, 22873, 22528, 47809, 28932, 13633]",22873,22528,47809,2.54
"[89, 257, 22873, 22528, 48193, 6437, 3009]",22873,22528,48193,2.54
"[89, 257, 22873, 22528, 48449, 19134, 8897]",22873,22528,48449,2.54
"[89, 257, 22873, 22528, 50497, 42896, 19137]",22873,22528,50497,2.54
"[89, 257, 22873, 22528, 50753, 28695, 12737]",22873,22528,50753,2.54
"[89, 257, 22873, 22528, 51137, 14094, 6209]",22873,22528,51137,2.54
"[89, 257, 22873, 22528, 51521, 41424, 18113]",22873,22528,51521,2.54
"[89, 257, 22873, 22528, 52289, 49766, 21441]",22873,22528,52289,2.54
"[89, 257, 22873, 22528, 52673, 10926, 4673]",22873,22528,52673,2.54
"[89, 257, 22873, 22528, 53441, 18980, 8001]",22873,22528,53441,2.54
"[89, 257, 22873, 22528, 53569, 23591, 9921]",22873,22528,53569,2.54
"[89, 257, 22873, 22528, 54721, 36224, 14913]",22873,22528,54721,2.54
"[89, 257, 22873, 22528, 56897, 1134, 449]",22873,22528,56897,2.54
"[89, 257, 22873, 22528, 57793, 14615, 5697]",22873,22528,57793,2.54
"[89, 257, 22873, 22528, 58049, 40406, 15681]",22873,22528,58049,2.54
"[89, 257, 22873, 22528, 60353, 24864, 9281]",22873,22528,60353,2.54
"[89, 257, 22873, 22528, 60737, 35030, 12993]",22873,22528,60737,2.54
"[89, 257, 22873, 22528, 61121, 50879, 18753]",22873,22528,61121,2.54
"[89, 257, 22873, 22528, 62017, 4055, 1473]",22873,22528,62017,2.54
"[89, 257, 22873, 22528, 62273, 31670, 11457]",22873,22528,62273,2.54
"[89, 257, 22873, 22528, 62401, 48399, 17473]",22873,22528,62401,2.54
"[89, 257, 22873, 22528, 63809, 45503, 16065]",22873,22528,63809,2.54
"[89, 257, 22873, 22528, 64577, 14496, 5057]",22873,22528,64577,2.54
"[89, 257, 22873, 22528, 65089, 24966, 8641]",22873,22528,65089,2.54
"[89, 257, 22873, 22528, 97, 4, 929]",22873,22528,97,1.29
"[89, 257, 22873, 22528, 673, 500, 16737]",22873,22528,673,1.29
