"p, q, n, Phi, e, k, d",N,Totient,E,Transparency Percentage
"[13, 257, 3341, 3072, 59393, 19817, 1025]",3341,3072,59393,38.38
"[13, 257, 3341, 3072, 60161, 5033, 257]",3341,3072,60161,38.38
"[13, 257, 3341, 3072, 193, 181, 2881]",3341,3072,193,25.21
"[13, 257, 3341, 3072, 577, 469, 2497]",3341,3072,577,25.21
"[13, 257, 3341, 3072, 2113, 661, 961]",3341,3072,2113,25.21
"[13, 257, 3341, 3072, 4801, 2102, 1345]",3341,3072,4801,25.21
"[13, 257, 3341, 3072, 5569, 1046, 577]",3341,3072,5569,25.21
"[13, 257, 3341, 3072, 5953, 374, 193]",3341,3072,5953,25.21
"[13, 257, 3341, 3072, 6337, 5943, 2881]",3341,3072,6337,25.21
"[13, 257, 3341, 3072, 7489, 4215, 1729]",3341,3072,7489,25.21
"[13, 257, 3341, 3072, 7873, 3447, 1345]",3341,3072,7873,25.21
"[13, 257, 3341, 3072, 8641, 1623, 577]",3341,3072,8641,25.21
"[13, 257, 3341, 3072, 10177, 7000, 2113]",3341,3072,10177,25.21
"[13, 257, 3341, 3072, 11329, 3544, 961]",3341,3072,11329,25.21
"[13, 257, 3341, 3072, 12097, 760, 193]",3341,3072,12097,25.21
"[13, 257, 3341, 3072, 13249, 9113, 2113]",3341,3072,13249,25.21
"[13, 257, 3341, 3072, 13633, 7673, 1729]",3341,3072,13633,25.21
"[13, 257, 3341, 3072, 14401, 4505, 961]",3341,3072,14401,25.21
"[13, 257, 3341, 3072, 15937, 12954, 2497]",3341,3072,15937,25.21
"[13, 257, 3341, 3072, 19009, 15451, 2497]",3341,3072,19009,25.21
"[13, 257, 3341, 3072, 19777, 11131, 1729]",3341,3072,19777,25.21
"[13, 257, 3341, 3072, 20161, 8827, 1345]",3341,3072,20161,25.21
"[13, 257, 3341, 3072, 20929, 3931, 577]",3341,3072,20929,25.21
"[13, 257, 3341, 3072, 21313, 1339, 193]",3341,3072,21313,25.21
"[13, 257, 3341, 3072, 24001, 4508, 577]",3341,3072,24001,25.21
"[13, 257, 3341, 3072, 25153, 20445, 2497]",3341,3072,25153,25.21
"[13, 257, 3341, 3072, 25537, 17565, 2113]",3341,3072,25537,25.21
"[13, 257, 3341, 3072, 27073, 5085, 577]",3341,3072,27073,25.21
"[13, 257, 3341, 3072, 27457, 1725, 193]",3341,3072,27457,25.21
"[13, 257, 3341, 3072, 29761, 9310, 961]",3341,3072,29761,25.21
"[13, 257, 3341, 3072, 30529, 1918, 193]",3341,3072,30529,25.21
"[13, 257, 3341, 3072, 32833, 10271, 961]",3341,3072,32833,25.21
"[13, 257, 3341, 3072, 33601, 2111, 193]",3341,3072,33601,25.21
"[13, 257, 3341, 3072, 34369, 27936, 2497]",3341,3072,34369,25.21
"[13, 257, 3341, 3072, 35521, 15552, 1345]",3341,3072,35521,25.21
"[13, 257, 3341, 3072, 37057, 34753, 2881]",3341,3072,37057,25.21
"[13, 257, 3341, 3072, 37441, 30433, 2497]",3341,3072,37441,25.21
"[13, 257, 3341, 3072, 38593, 16897, 1345]",3341,3072,38593,25.21
"[13, 257, 3341, 3072, 38977, 12193, 961]",3341,3072,38977,25.21
"[13, 257, 3341, 3072, 40129, 37634, 2881]",3341,3072,40129,25.21
"[13, 257, 3341, 3072, 40897, 28130, 2113]",3341,3072,40897,25.21
"[13, 257, 3341, 3072, 41281, 23234, 1729]",3341,3072,41281,25.21
"[13, 257, 3341, 3072, 42433, 7970, 577]",3341,3072,42433,25.21
"[13, 257, 3341, 3072, 43201, 40515, 2881]",3341,3072,43201,25.21
"[13, 257, 3341, 3072, 43969, 30243, 2113]",3341,3072,43969,25.21
"[13, 257, 3341, 3072, 45121, 14115, 961]",3341,3072,45121,25.21
"[13, 257, 3341, 3072, 46273, 43396, 2881]",3341,3072,46273,25.21
"[13, 257, 3341, 3072, 47041, 32356, 2113]",3341,3072,47041,25.21
"[13, 257, 3341, 3072, 47809, 20932, 1345]",3341,3072,47809,25.21
"[13, 257, 3341, 3072, 48193, 15076, 961]",3341,3072,48193,25.21
"[13, 257, 3341, 3072, 50497, 28421, 1729]",3341,3072,50497,25.21
"[13, 257, 3341, 3072, 53569, 30150, 1729]",3341,3072,53569,25.21
"[13, 257, 3341, 3072, 54721, 10278, 577]",3341,3072,54721,25.21
"[13, 257, 3341, 3072, 57793, 10855, 577]",3341,3072,57793,25.21
"[13, 257, 3341, 3072, 62017, 50409, 2497]",3341,3072,62017,25.21
"[13, 257, 3341, 3072, 62401, 42921, 2113]",3341,3072,62401,25.21
"[13, 257, 3341, 3072, 65089, 52906, 2497]",3341,3072,65089,25.21
"[13, 257, 3341, 3072, 641, 294, 1409]",3341,3072,641,19.22
"[13, 257, 3341, 3072, 1409, 294, 641]",3341,3072,1409,19.22
"[13, 257, 3341, 3072, 4481, 935, 641]",3341,3072,4481,19.22
"[13, 257, 3341, 3072, 9857, 4521, 1409]",3341,3072,9857,19.22
"[13, 257, 3341, 3072, 11393, 10922, 2945]",3341,3072,11393,19.22
"[13, 257, 3341, 3072, 12161, 8618, 2177]",3341,3072,12161,19.22
"[13, 257, 3341, 3072, 13697, 2858, 641]",3341,3072,13697,19.22
"[13, 257, 3341, 3072, 15233, 10795, 2177]",3341,3072,15233,19.22
"[13, 257, 3341, 3072, 16001, 7339, 1409]",3341,3072,16001,19.22
"[13, 257, 3341, 3072, 19073, 8748, 1409]",3341,3072,19073,19.22
"[13, 257, 3341, 3072, 19841, 4140, 641]",3341,3072,19841,19.22
"[13, 257, 3341, 3072, 21377, 15149, 2177]",3341,3072,21377,19.22
"[13, 257, 3341, 3072, 28289, 12975, 1409]",3341,3072,28289,19.22
"[13, 257, 3341, 3072, 30593, 21680, 2177]",3341,3072,30593,19.22
"[13, 257, 3341, 3072, 35201, 7345, 641]",3341,3072,35201,19.22
"[13, 257, 3341, 3072, 35969, 34482, 2945]",3341,3072,35969,19.22
"[13, 257, 3341, 3072, 38273, 7986, 641]",3341,3072,38273,19.22
"[13, 257, 3341, 3072, 39041, 37427, 2945]",3341,3072,39041,19.22
"[13, 257, 3341, 3072, 40577, 18611, 1409]",3341,3072,40577,19.22
"[13, 257, 3341, 3072, 43649, 20020, 1409]",3341,3072,43649,19.22
"[13, 257, 3341, 3072, 44417, 9268, 641]",3341,3072,44417,19.22
"[13, 257, 3341, 3072, 45953, 32565, 2177]",3341,3072,45953,19.22
"[13, 257, 3341, 3072, 51329, 49207, 2945]",3341,3072,51329,19.22
"[13, 257, 3341, 3072, 53633, 11191, 641]",3341,3072,53633,19.22
"[13, 257, 3341, 3072, 54401, 52152, 2945]",3341,3072,54401,19.22
"[13, 257, 3341, 3072, 59009, 27065, 1409]",3341,3072,59009,19.22
"[13, 257, 3341, 3072, 62081, 28474, 1409]",3341,3072,62081,19.22
"[13, 257, 3341, 3072, 63617, 60987, 2945]",3341,3072,63617,19.22
"[13, 257, 3341, 3072, 97, 94, 2977]",3341,3072,97,12.75
"[13, 257, 3341, 3072, 673, 526, 2401]",3341,3072,673,12.75
"[13, 257, 3341, 3072, 1249, 742, 1825]",3341,3072,1249,12.75
"[13, 257, 3341, 3072, 2017, 694, 1057]",3341,3072,2017,12.75
"[13, 257, 3341, 3072, 2593, 406, 481]",3341,3072,2593,12.75
"[13, 257, 3341, 3072, 3169, 3071, 2977]",3341,3072,3169,12.75
"[13, 257, 3341, 3072, 3361, 3047, 2785]",3341,3072,3361,12.75
"[13, 257, 3341, 3072, 4129, 2711, 2017]",3341,3072,4129,12.75
"[13, 257, 3341, 3072, 4513, 2399, 1633]",3341,3072,4513,12.75
"[13, 257, 3341, 3072, 5281, 1487, 865]",3341,3072,5281,12.75
"[13, 257, 3341, 3072, 5857, 551, 289]",3341,3072,5857,12.75
"[13, 257, 3341, 3072, 7393, 4392, 1825]",3341,3072,7393,12.75
"[13, 257, 3341, 3072, 8161, 2808, 1057]",3341,3072,8161,12.75
"[13, 257, 3341, 3072, 8353, 2352, 865]",3341,3072,8353,12.75
"[13, 257, 3341, 3072, 8737, 1368, 481]",3341,3072,8737,12.75
"[13, 257, 3341, 3072, 8929, 840, 289]",3341,3072,8929,12.75
"[13, 257, 3341, 3072, 9697, 8185, 2593]",3341,3072,9697,12.75
"[13, 257, 3341, 3072, 10273, 6745, 2017]",3341,3072,10273,12.75
"[13, 257, 3341, 3072, 10657, 5665, 1633]",3341,3072,10657,12.75
"[13, 257, 3341, 3072, 11617, 2545, 673]",3341,3072,11617,12.75
"[13, 257, 3341, 3072, 12577, 11402, 2785]",3341,3072,12577,12.75
"[13, 257, 3341, 3072, 13537, 8042, 1825]",3341,3072,13537,12.75
"[13, 257, 3341, 3072, 13729, 7298, 1633]",3341,3072,13729,12.75
"[13, 257, 3341, 3072, 13921, 6530, 1441]",3341,3072,13921,12.75
"[13, 257, 3341, 3072, 15073, 1418, 289]",3341,3072,15073,12.75
"[13, 257, 3341, 3072, 15649, 14187, 2785]",3341,3072,15649,12.75
"[13, 257, 3341, 3072, 16033, 12531, 2401]",3341,3072,16033,12.75
"[13, 257, 3341, 3072, 16417, 10779, 2017]",3341,3072,16417,12.75
"[13, 257, 3341, 3072, 16993, 7971, 1441]",3341,3072,16993,12.75
"[13, 257, 3341, 3072, 17377, 5979, 1057]",3341,3072,17377,12.75
"[13, 257, 3341, 3072, 17569, 4947, 865]",3341,3072,17569,12.75
"[13, 257, 3341, 3072, 17761, 3891, 673]",3341,3072,17761,12.75
"[13, 257, 3341, 3072, 18913, 15964, 2593]",3341,3072,18913,12.75
"[13, 257, 3341, 3072, 19489, 12796, 2017]",3341,3072,19489,12.75
"[13, 257, 3341, 3072, 19681, 11692, 1825]",3341,3072,19681,12.75
"[13, 257, 3341, 3072, 20641, 5812, 865]",3341,3072,20641,12.75
"[13, 257, 3341, 3072, 21601, 20933, 2977]",3341,3072,21601,12.75
"[13, 257, 3341, 3072, 22369, 16085, 2209]",3341,3072,22369,12.75
"[13, 257, 3341, 3072, 24097, 3773, 481]",3341,3072,24097,12.75
"[13, 257, 3341, 3072, 24481, 773, 97]",3341,3072,24481,12.75
"[13, 257, 3341, 3072, 25057, 21150, 2593]",3341,3072,25057,12.75
"[13, 257, 3341, 3072, 25633, 16830, 2017]",3341,3072,25633,12.75
"[13, 257, 3341, 3072, 26017, 13830, 1633]",3341,3072,26017,12.75
"[13, 257, 3341, 3072, 26209, 12294, 1441]",3341,3072,26209,12.75
"[13, 257, 3341, 3072, 27361, 2574, 289]",3341,3072,27361,12.75
"[13, 257, 3341, 3072, 28513, 20503, 2209]",3341,3072,28513,12.75
"[13, 257, 3341, 3072, 29473, 11983, 1249]",3341,3072,29473,12.75
"[13, 257, 3341, 3072, 30241, 4735, 481]",3341,3072,30241,12.75
"[13, 257, 3341, 3072, 30817, 29864, 2977]",3341,3072,30817,12.75
"[13, 257, 3341, 3072, 31393, 24536, 2401]",3341,3072,31393,12.75
"[13, 257, 3341, 3072, 32353, 15176, 1441]",3341,3072,32353,12.75
"[13, 257, 3341, 3072, 33889, 32841, 2977]",3341,3072,33889,12.75
"[13, 257, 3341, 3072, 34273, 28929, 2593]",3341,3072,34273,12.75
"[13, 257, 3341, 3072, 34849, 22881, 2017]",3341,3072,34849,12.75
"[13, 257, 3341, 3072, 35617, 14481, 1249]",3341,3072,35617,12.75
"[13, 257, 3341, 3072, 35809, 12321, 1057]",3341,3072,35809,12.75
"[13, 257, 3341, 3072, 37537, 29338, 2401]",3341,3072,37537,12.75
"[13, 257, 3341, 3072, 38113, 22642, 1825]",3341,3072,38113,12.75
"[13, 257, 3341, 3072, 39841, 1258, 97]",3341,3072,39841,12.75
"[13, 257, 3341, 3072, 40609, 31739, 2401]",3341,3072,40609,12.75
"[13, 257, 3341, 3072, 40801, 29339, 2209]",3341,3072,40801,12.75
"[13, 257, 3341, 3072, 40993, 26915, 2017]",3341,3072,40993,12.75
"[13, 257, 3341, 3072, 41761, 16979, 1249]",3341,3072,41761,12.75
"[13, 257, 3341, 3072, 41953, 14435, 1057]",3341,3072,41953,12.75
"[13, 257, 3341, 3072, 42337, 9275, 673]",3341,3072,42337,12.75
"[13, 257, 3341, 3072, 44257, 26292, 1825]",3341,3072,44257,12.75
"[13, 257, 3341, 3072, 44449, 23628, 1633]",3341,3072,44449,12.75
"[13, 257, 3341, 3072, 44641, 20940, 1441]",3341,3072,44641,12.75
"[13, 257, 3341, 3072, 47137, 30949, 2017]",3341,3072,47137,12.75
"[13, 257, 3341, 3072, 47521, 25261, 1633]",3341,3072,47521,12.75
"[13, 257, 3341, 3072, 47713, 22381, 1441]",3341,3072,47713,12.75
"[13, 257, 3341, 3072, 48481, 10621, 673]",3341,3072,48481,12.75
"[13, 257, 3341, 3072, 48673, 7621, 481]",3341,3072,48673,12.75
"[13, 257, 3341, 3072, 49057, 1549, 97]",3341,3072,49057,12.75
"[13, 257, 3341, 3072, 49633, 41894, 2593]",3341,3072,49633,12.75
"[13, 257, 3341, 3072, 50593, 26894, 1633]",3341,3072,50593,12.75
"[13, 257, 3341, 3072, 51169, 17606, 1057]",3341,3072,51169,12.75
"[13, 257, 3341, 3072, 51361, 14462, 865]",3341,3072,51361,12.75
"[13, 257, 3341, 3072, 52321, 50703, 2977]",3341,3072,52321,12.75
"[13, 257, 3341, 3072, 53089, 38175, 2209]",3341,3072,53089,12.75
"[13, 257, 3341, 3072, 53281, 34983, 2017]",3341,3072,53281,12.75
"[13, 257, 3341, 3072, 53857, 25263, 1441]",3341,3072,53857,12.75
"[13, 257, 3341, 3072, 54049, 21975, 1249]",3341,3072,54049,12.75
"[13, 257, 3341, 3072, 55009, 5175, 289]",3341,3072,55009,12.75
"[13, 257, 3341, 3072, 55201, 1743, 97]",3341,3072,55201,12.75
"[13, 257, 3341, 3072, 56737, 30160, 1633]",3341,3072,56737,12.75
"[13, 257, 3341, 3072, 56929, 26704, 1441]",3341,3072,56929,12.75
"[13, 257, 3341, 3072, 57697, 12640, 673]",3341,3072,57697,12.75
"[13, 257, 3341, 3072, 58657, 53177, 2785]",3341,3072,58657,12.75
"[13, 257, 3341, 3072, 59233, 42593, 2209]",3341,3072,59233,12.75
"[13, 257, 3341, 3072, 59617, 35417, 1825]",3341,3072,59617,12.75
"[13, 257, 3341, 3072, 59809, 31793, 1633]",3341,3072,59809,12.75
"[13, 257, 3341, 3072, 60961, 9545, 481]",3341,3072,60961,12.75
"[13, 257, 3341, 3072, 61153, 5753, 289]",3341,3072,61153,12.75
"[13, 257, 3341, 3072, 61729, 55962, 2785]",3341,3072,61729,12.75
"[13, 257, 3341, 3072, 62497, 41034, 2017]",3341,3072,62497,12.75
"[13, 257, 3341, 3072, 63073, 29586, 1441]",3341,3072,63073,12.75
"[13, 257, 3341, 3072, 63649, 17922, 865]",3341,3072,63649,12.75
"[13, 257, 3341, 3072, 63841, 13986, 673]",3341,3072,63841,12.75
"[13, 257, 3341, 3072, 64033, 10026, 481]",3341,3072,64033,12.75
"[13, 257, 3341, 3072, 64609, 62611, 2977]",3341,3072,64609,12.75
"[13, 257, 3341, 3072, 449, 234, 1601]",3341,3072,449,9.64
"[13, 257, 3341, 3072, 1217, 330, 833]",3341,3072,1217,9.64
"[13, 257, 3341, 3072, 1601, 234, 449]",3341,3072,1601,9.64
"[13, 257, 3341, 3072, 2753, 2123, 2369]",3341,3072,2753,9.64
"[13, 257, 3341, 3072, 3137, 2027, 1985]",3341,3072,3137,9.64
"[13, 257, 3341, 3072, 4289, 1163, 833]",3341,3072,4289,9.64
"[13, 257, 3341, 3072, 4673, 683, 449]",3341,3072,4673,9.64
"[13, 257, 3341, 3072, 5441, 4876, 2753]",3341,3072,5441,9.64
"[13, 257, 3341, 3072, 6977, 2764, 1217]",3341,3072,6977,9.64
"[13, 257, 3341, 3072, 8513, 7629, 2753]",3341,3072,8513,9.64
"[13, 257, 3341, 3072, 9281, 5997, 1985]",3341,3072,9281,9.64
"[13, 257, 3341, 3072, 10433, 2829, 833]",3341,3072,10433,9.64
"[13, 257, 3341, 3072, 11969, 9230, 2369]",3341,3072,11969,9.64
"[13, 257, 3341, 3072, 13121, 5198, 1217]",3341,3072,13121,9.64
"[13, 257, 3341, 3072, 14657, 13135, 2753]",3341,3072,14657,9.64
"[13, 257, 3341, 3072, 15809, 8239, 1601]",3341,3072,15809,9.64
"[13, 257, 3341, 3072, 16193, 6415, 1217]",3341,3072,16193,9.64
"[13, 257, 3341, 3072, 17729, 15888, 2753]",3341,3072,17729,9.64
"[13, 257, 3341, 3072, 21569, 13937, 1985]",3341,3072,21569,9.64
"[13, 257, 3341, 3072, 22721, 6161, 833]",3341,3072,22721,9.64
"[13, 257, 3341, 3072, 23873, 21394, 2753]",3341,3072,23873,9.64
"[13, 257, 3341, 3072, 25409, 10066, 1217]",3341,3072,25409,9.64
"[13, 257, 3341, 3072, 25793, 6994, 833]",3341,3072,25793,9.64
"[13, 257, 3341, 3072, 26177, 3826, 449]",3341,3072,26177,9.64
"[13, 257, 3341, 3072, 26561, 562, 65]",3341,3072,26561,9.64
"[13, 257, 3341, 3072, 27329, 21075, 2369]",3341,3072,27329,9.64
"[13, 257, 3341, 3072, 28097, 14643, 1601]",3341,3072,28097,9.64
"[13, 257, 3341, 3072, 29633, 627, 65]",3341,3072,29633,9.64
"[13, 257, 3341, 3072, 32321, 4724, 449]",3341,3072,32321,9.64
"[13, 257, 3341, 3072, 33857, 21877, 1985]",3341,3072,33857,9.64
"[13, 257, 3341, 3072, 35393, 5173, 449]",3341,3072,35393,9.64
"[13, 257, 3341, 3072, 36161, 32406, 2753]",3341,3072,36161,9.64
"[13, 257, 3341, 3072, 36929, 23862, 1985]",3341,3072,36929,9.64
"[13, 257, 3341, 3072, 37313, 19446, 1601]",3341,3072,37313,9.64
"[13, 257, 3341, 3072, 39233, 35159, 2753]",3341,3072,39233,9.64
"[13, 257, 3341, 3072, 42689, 32920, 2369]",3341,3072,42689,9.64
"[13, 257, 3341, 3072, 43457, 22648, 1601]",3341,3072,43457,9.64
"[13, 257, 3341, 3072, 45377, 40665, 2753]",3341,3072,45377,9.64
"[13, 257, 3341, 3072, 47297, 12825, 833]",3341,3072,47297,9.64
"[13, 257, 3341, 3072, 47681, 6969, 449]",3341,3072,47681,9.64
"[13, 257, 3341, 3072, 48449, 43418, 2753]",3341,3072,48449,9.64
"[13, 257, 3341, 3072, 50753, 7418, 449]",3341,3072,50753,9.64
"[13, 257, 3341, 3072, 51137, 1082, 65]",3341,3072,51137,9.64
"[13, 257, 3341, 3072, 51521, 46171, 2753]",3341,3072,51521,9.64
"[13, 257, 3341, 3072, 52289, 33787, 1985]",3341,3072,52289,9.64
"[13, 257, 3341, 3072, 52673, 27451, 1601]",3341,3072,52673,9.64
"[13, 257, 3341, 3072, 53441, 14491, 833]",3341,3072,53441,9.64
"[13, 257, 3341, 3072, 56897, 8316, 449]",3341,3072,56897,9.64
"[13, 257, 3341, 3072, 58049, 44765, 2369]",3341,3072,58049,9.64
"[13, 257, 3341, 3072, 60353, 1277, 65]",3341,3072,60353,9.64
"[13, 257, 3341, 3072, 60737, 54430, 2753]",3341,3072,60737,9.64
"[13, 257, 3341, 3072, 61121, 47134, 2369]",3341,3072,61121,9.64
"[13, 257, 3341, 3072, 62273, 24670, 1217]",3341,3072,62273,9.64
"[13, 257, 3341, 3072, 63809, 57183, 2753]",3341,3072,63809,9.64
"[13, 257, 3341, 3072, 64577, 41727, 1985]",3341,3072,64577,9.64
"[13, 257, 3341, 3072, 241, 162, 2065]",3341,3072,241,6.53
"[13, 257, 3341, 3072, 337, 216, 1969]",3341,3072,337,6.53
"[13, 257, 3341, 3072, 433, 264, 1873]",3341,3072,433,6.53
"[13, 257, 3341, 3072, 1009, 426, 1297]",3341,3072,1009,6.53
"[13, 257, 3341, 3072, 1201, 432, 1105]",3341,3072,1201,6.53
"[13, 257, 3341, 3072, 1297, 426, 1009]",3341,3072,1297,6.53
"[13, 257, 3341, 3072, 1489, 396, 817]",3341,3072,1489,6.53
"[13, 257, 3341, 3072, 1777, 306, 529]",3341,3072,1777,6.53
"[13, 257, 3341, 3072, 1873, 264, 433]",3341,3072,1873,6.53
"[13, 257, 3341, 3072, 2161, 102, 145]",3341,3072,2161,6.53
"[13, 257, 3341, 3072, 2833, 2347, 2545]",3341,3072,2833,6.53
"[13, 257, 3341, 3072, 3121, 2293, 2257]",3341,3072,3121,6.53
"[13, 257, 3341, 3072, 3217, 2263, 2161]",3341,3072,3217,6.53
"[13, 257, 3341, 3072, 3313, 2227, 2065]",3341,3072,3313,6.53
"[13, 257, 3341, 3072, 3697, 2023, 1681]",3341,3072,3697,6.53
"[13, 257, 3341, 3072, 3793, 1957, 1585]",3341,3072,3793,6.53
"[13, 257, 3341, 3072, 3889, 1885, 1489]",3341,3072,3889,6.53
"[13, 257, 3341, 3072, 4177, 1633, 1201]",3341,3072,4177,6.53
"[13, 257, 3341, 3072, 4273, 1537, 1105]",3341,3072,4273,6.53
"[13, 257, 3341, 3072, 4561, 1213, 817]",3341,3072,4561,6.53
"[13, 257, 3341, 3072, 4657, 1093, 721]",3341,3072,4657,6.53
"[13, 257, 3341, 3072, 5233, 247, 145]",3341,3072,5233,6.53
"[13, 257, 3341, 3072, 5521, 5264, 2929]",3341,3072,5521,6.53
"[13, 257, 3341, 3072, 6481, 4154, 1969]",3341,3072,6481,6.53
"[13, 257, 3341, 3072, 6577, 4010, 1873]",3341,3072,6577,6.53
"[13, 257, 3341, 3072, 6673, 3860, 1777]",3341,3072,6673,6.53
"[13, 257, 3341, 3072, 6961, 3374, 1489]",3341,3072,6961,6.53
"[13, 257, 3341, 3072, 7057, 3200, 1393]",3341,3072,7057,6.53
"[13, 257, 3341, 3072, 7537, 2240, 913]",3341,3072,7537,6.53
"[13, 257, 3341, 3072, 8017, 1130, 433]",3341,3072,8017,6.53
"[13, 257, 3341, 3072, 8209, 644, 241]",3341,3072,8209,6.53
"[13, 257, 3341, 3072, 8689, 8013, 2833]",3341,3072,8689,6.53
"[13, 257, 3341, 3072, 9649, 5883, 1873]",3341,3072,9649,6.53
"[13, 257, 3341, 3072, 10321, 4035, 1201]",3341,3072,10321,6.53
